着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
8,2,2,サンウイング,牡4,56.0,吉井章,1:47.3,3/4,7,88.0,41.6,大井久保杉隆,477(+2),202444012205,2024/01/22,1600,ダ,不
9,6,7,リコーヘンメリー,牡4,56.0,岩橋勇二,1:47.4,クビ,8,89.2,42.3,大井蛯名雄太,474(+1),202444012205,2024/01/22,1600,ダ,不
10,8,12,ワスレガタミ,牝4,54.0,石川駿介,1:47.6,1,10,149.5,41.5,大井渡部則夫,418(+2),202444012205,2024/01/22,1600,ダ,不
11,3,3,テッコサン,牡4,56.0,野畑凌,1:47.8,1,11,189.7,42.9,大井上杉昌宏,468(+1),202444012205,2024/01/22,1600,ダ,不
12,7,10,スプレマシー,牡4,56.0,西啓太,1:48.7,4,9,148.0,43.0,大井荒井朋弘,479(-1),202444012205,2024/01/22,1600,ダ,不
1,8,14,ディオレム,牡4,56.0,野畑凌,1:15.5,,3,4.7,39.0,大井久保杉隆,480(-3),202444012206,2024/01/22,1200,ダ,不
2,8,15,コンチトーホク,牡4,56.0,森泰斗,1:16.0,2.1/2,1,2.6,39.3,大井栗田裕光,462(-11),202444012206,2024/01/22,1200,ダ,不
3,5,8,ローザ,牝4,54.0,矢野貴之,1:16.1,1/2,2,3.6,38.8,大井市村誠,500(-9),202444012206,2024/01/22,1200,ダ,不
4,6,11,スペルキャスター,牝4,54.0,達城龍次,1:16.2,1/2,5,11.5,39.7,大井坂井英光,478(-2),202444012206,2024/01/22,1200,ダ,不
5,3,4,ヤンノカステップ,牝4,54.0,藤田凌,1:16.2,アタマ,8,27.4,38.5,大井鷹見浩,414(+5),202444012206,2024/01/22,1200,ダ,不
6,4,6,ビッグコエミルーフ,牝4,54.0,岡村健司,1:16.3,1/2,11,116.9,38.7,大井井上弘之,465(-7),202444012206,2024/01/22,1200,ダ,不
7,7,13,デルマウチガケ,牝4,54.0,笹川翼,1:16.5,3/4,4,9.4,38.9,大井鈴木啓之,449(+8),202444012206,2024/01/22,1200,ダ,不
8,3,5,タツノキセキ,牡4,56.0,藤本現暉,1:16.6,1/2,9,38.0,38.6,大井鷹見浩,503(+7),202444012206,2024/01/22,1200,ダ,不
9,5,9,モルガナイトリング,牡4,56.0,西啓太,1:17.3,3.1/2,12,144.6,40.0,大井中道啓二,469(+1),202444012206,2024/01/22,1200,ダ,不
10,1,1,レディアバンティ,牝4,54.0,安藤洋一,1:17.4,1/2,7,21.9,40.5,大井立花伸,514(+7),202444012206,2024/01/22,1200,ダ,不
11,6,10,ガンモレジェンド,牡4,56.0,石崎駿,1:17.6,1,6,21.4,39.6,大井栗田泰昌,412(+2),202444012206,2024/01/22,1200,ダ,不
12,2,2,ヘルスケア,牝4,54.0,千田洋,1:17.8,3/4,10,70.9,39.4,大井大宮和也,473(+20),202444012206,2024/01/22,1200,ダ,不
13,7,12,ラドリオ,牡4,56.0,吉井章,1:18.1,1.1/2,15,392.0,40.8,大井吉井竜一,472(-3),202444012206,2024/01/22,1200,ダ,不
14,4,7,アネラカイカマヒネ,牝4,51.0,▲谷内貫太,1:18.4,1.3/4,13,160.4,41.3,大井中道啓二,428(0),202444012206,2024/01/22,1200,ダ,不
15,2,3,カンタベリーガール,牝4,54.0,古岡勇樹,1:24.0,大,14,343.3,43.2,大井遠藤茂,468(-8),202444012206,2024/01/22,1200,ダ,不
1,2,2,ユイノザッパー,牡6,56.0,吉井章,1:43.4,,4,8.7,40.5,大井松浦裕之,512(-13),202444012207,2024/01/22,1600,ダ,不
2,3,4,ユーヒナタ,牝4,54.0,藤本現暉,1:44.6,6,3,7.3,40.7,大井村上頼章,460(+3),202444012207,2024/01/22,1600,ダ,不
3,8,14,ノッテドコード,牡4,56.0,安藤洋一,1:44.7,3/4,5,10.8,40.7,大井高橋清顕,502(+5),202444012207,2024/01/22,1600,ダ,不
4,4,6,リコーアストラ,牝4,54.0,森泰斗,1:44.8,3/4,6,12.4,41.4,大井荒山勝徳,534(-1),202444012207,2024/01/22,1600,ダ,不
5,6,9,ネクストブレイク,牡4,56.0,笹川翼,1:44.8,アタマ,1,3.0,40.6,大井米田英世,500(-3),202444012207,2024/01/22,1600,ダ,不
6,5,7,ハヴィティペイ,牡6,56.0,栗原大河,1:45.2,2,12,131.5,41.1,大井堀江仁,490(+2),202444012207,2024/01/22,1600,ダ,不
7,3,3,コスモギンガ,牝7,51.0,▲大木天翔,1:45.6,2,14,323.2,40.9,大井小野寺晋,483(+4),202444012207,2024/01/22,1600,ダ,不
8,1,1,シャイニーセンス,牡4,56.0,達城龍次,1:45.6,クビ,11,120.1,40.8,大井堀千亜樹,491(0),202444012207,2024/01/22,1600,ダ,不
9,6,10,ビーチユーミング,牡4,56.0,岡村健司,1:46.2,3,2,3.0,42.5,大井佐宗応和,472(+3),202444012207,2024/01/22,1600,ダ,不
10,7,12,アウトビアンキ,牡4,56.0,野畑凌,1:46.4,1.1/4,8,26.9,43.5,大井高橋清顕,500(-2),202444012207,2024/01/22,1600,ダ,不
11,5,8,セイバートゥース,セ5,56.0,矢野貴之,1:47.0,3,10,58.6,43.1,大井高橋清顕,460(+1),202444012207,2024/01/22,1600,ダ,不
12,8,13,ゴッドインパルス,セ4,53.0,▲谷内貫太,1:47.1,クビ,13,205.5,42.9,大井吉井竜一,474(-3),202444012207,2024/01/22,1600,ダ,不
13,4,5,コスモオーブ,牡7,56.0,藤田凌,1:48.0,4,9,37.4,44.8,大井市村誠,480(0),202444012207,2024/01/22,1600,ダ,不
14,7,11,テンオーケオー,牡5,55.0,☆菅原涼太,1:48.6,3,7,16.4,44.0,大井辻野豊,528(-2),202444012207,2024/01/22,1600,ダ,不
1,2,3,シャークシャイニー,セ7,56.0,野畑凌,1:15.1,,8,18.2,38.5,大井高岩孝敏,459(+5),202444012208,2024/01/22,1200,ダ,不
2,3,5,バーストオブカラー,牡5,56.0,藤田凌,1:15.3,1,6,16.8,38.5,大井月岡健二,507(0),202444012208,2024/01/22,1200,ダ,不
3,8,15,ビリーヴホース,牡5,56.0,達城龍次,1:15.4,3/4,9,23.1,38.3,大井市村誠,466(+2),202444012208,2024/01/22,1200,ダ,不
4,8,14,デトネイター,牝4,54.0,笹川翼,1:15.5,1/2,1,2.1,37.7,大井福永敏,467(-7),202444012208,2024/01/22,1200,ダ,不
5,5,9,ネヴァートゥマッチ,牡5,56.0,西啓太,1:15.7,1,2,5.6,37.7,大井渡辺和雄,515(+7),202444012208,2024/01/22,1200,ダ,不
6,1,1,スプラッシュ,牝4,54.0,本田正重,1:15.8,3/4,10,25.6,39.4,大井蛯名雄太,489(-2),202444012208,2024/01/22,1200,ダ,不
7,4,7,タイセイエルフィン,牝4,53.0,☆木間塚龍,1:15.9,クビ,12,38.8,38.3,大井栗田泰昌,384(+1),202444012208,2024/01/22,1200,ダ,不
8,3,4,ビッグショット,牡4,56.0,和田譲治,1:15.9,ハナ,5,14.2,38.7,大井鈴木啓之,479(-3),202444012208,2024/01/22,1200,ダ,不
9,7,13,ハデスブレイン,牡5,56.0,東原悠善,1:16.3,2,11,26.7,39.4,大井庄子昭彦,542(-14),202444012208,2024/01/22,1200,ダ,不
10,7,12,アベニンティアラ,牝4,54.0,吉井章,1:16.3,ハナ,14,112.8,39.4,大井鈴木啓之,461(+5),202444012208,2024/01/22,1200,ダ,不
11,6,10,アンプレッセシチー,牡4,56.0,藤本現暉,1:16.5,1,7,17.7,39.1,大井蛯名雄太,518(+26),202444012208,2024/01/22,1200,ダ,不
12,6,11,シンアルマトゥラ,牡4,56.0,千田洋,1:16.5,クビ,4,12.2,39.3,大井井上弘之,433(0),202444012208,2024/01/22,1200,ダ,不
13,4,6,カヴァス,セ7,56.0,仲原大生,1:16.8,1.1/2,13,80.1,38.8,大井赤嶺本浩,508(+1),202444012208,2024/01/22,1200,ダ,不
14,5,8,トニープリンス,牡4,56.0,岡村健司,1:17.3,2.1/2,3,7.8,40.5,大井高橋清顕,497(+10),202444012208,2024/01/22,1200,ダ,不
15,2,2,テーオークレール,牡5,56.0,遠藤健太,1:17.9,3,15,420.9,39.6,大井佐々木忠,478(-4),202444012208,2024/01/22,1200,ダ,不
1,8,16,トゥースパークル,牡6,56.0,矢野貴之,1:27.7,,4,9.6,38.2,大井藤田輝信,512(-1),202444012209,2024/01/22,1400,ダ,不
2,4,7,エアロストリーム,牡5,56.0,野畑凌,1:28.0,1.1/2,1,2.5,38.7,大井的場直之,524(+5),202444012209,2024/01/22,1400,ダ,不
3,7,14,メーサンデュラント,牡4,56.0,御神本訓,1:28.0,クビ,2,3.6,38.6,大井月岡健二,465(-3),202444012209,2024/01/22,1400,ダ,不
4,7,13,ハリウッドヒルズ,牡7,56.0,藤本現暉,1:28.6,3,10,116.0,37.9,大井阪本一栄,496(-5),202444012209,2024/01/22,1400,ダ,不
5,3,5,ミラコロカナーレ,牡6,56.0,森泰斗,1:28.6,アタマ,8,38.6,38.9,大井福永敏,476(0),202444012209,2024/01/22,1400,ダ,不
6,2,4,モンサンレックス,牡6,56.0,和田譲治,1:28.6,クビ,5,9.8,38.2,大井宗形竹見,487(-1),202444012209,2024/01/22,1400,ダ,不
7,5,9,フルークツォイク,牡6,56.0,的場文男,1:28.7,クビ,7,32.5,39.4,大井的場直之,521(-19),202444012209,2024/01/22,1400,ダ,不
8,2,3,ドーロカグラ,牡7,56.0,服部茂史,1:28.8,3/4,6,10.4,39.0,大井蛯名雄太,506(-10),202444012209,2024/01/22,1400,ダ,不
9,4,8,エバンタイユドール,牝7,54.0,内田利雄,1:29.0,3/4,11,128.5,38.9,大井櫻木英喜,528(0),202444012209,2024/01/22,1400,ダ,不
10,8,15,エイノスケ,牡6,56.0,吉井章,1:29.4,2,13,202.6,38.9,大井大宮和也,507(+3),202444012209,2024/01/22,1400,ダ,不
11,1,2,オピニオンリーダー,牡4,56.0,西啓太,1:29.7,1.3/4,3,6.2,39.0,大井澤佳宏,472(+1),202444012209,2024/01/22,1400,ダ,不
12,5,10,シーニッククルーズ,牡6,55.0,☆木間塚龍,1:29.9,3/4,16,414.2,40.0,大井大宮和也,520(-4),202444012209,2024/01/22,1400,ダ,不
13,6,11,ラペルシェール,牡6,53.0,▲谷内貫太,1:30.1,1.1/4,9,39.3,39.8,大井佐野謙二,479(0),202444012209,2024/01/22,1400,ダ,不
14,3,6,サブノキコウシ,牡6,56.0,新原周馬,1:30.2,クビ,12,165.3,40.5,大井阪本一栄,447(-8),202444012209,2024/01/22,1400,ダ,不
15,6,12,シャチ,牡7,55.0,☆菅原涼太,1:30.3,3/4,15,327.7,39.2,大井辻野豊,479(0),202444012209,2024/01/22,1400,ダ,不
16,1,1,ケイトップロード,牡9,56.0,東原悠善,1:30.4,1/2,14,302.8,40.1,大井赤嶺本浩,497(-5),202444012209,2024/01/22,1400,ダ,不
1,1,2,ラバテラリュージュ,牡4,56.0,的場文男,1:57.2,,4,7.7,39.3,大井佐野謙二,520(-2),202444012210,2024/01/22,1800,ダ,不
2,6,11,フクノバルトラン,牡5,56.0,笹川翼,1:57.3,3/4,1,2.6,39.3,大井福田真広,492(+2),202444012210,2024/01/22,1800,ダ,不
3,6,12,シードザブレイク,牡5,56.0,藤本現暉,1:58.3,5,2,4.8,39.3,大井阪本一栄,499(-2),202444012210,2024/01/22,1800,ダ,不
4,8,16,ブルベアナノ,牡7,56.0,岩橋勇二,1:59.2,4,10,87.3,39.0,大井松浦裕之,512(+2),202444012210,2024/01/22,1800,ダ,不
5,7,14,ナムラレオ,牡4,56.0,御神本訓,1:59.4,1.1/4,3,4.9,40.7,大井福田真広,485(-3),202444012210,2024/01/22,1800,ダ,不
6,8,15,イタリアンゴールド,セ6,56.0,矢野貴之,1:59.4,アタマ,5,8.5,39.8,大井市村誠,433(+2),202444012210,2024/01/22,1800,ダ,不
7,2,4,カウピリ,牝4,54.0,森泰斗,2:00.8,7,8,34.5,41.1,大井上杉昌宏,463(-4),202444012210,2024/01/22,1800,ダ,不
8,4,7,アドゥシール,牝8,54.0,東原悠善,2:00.9,クビ,15,470.9,40.9,大井久保田信,465(+6),202444012210,2024/01/22,1800,ダ,不
9,5,9,オニクダイスキマン,牡5,53.0,▲谷内貫太,2:00.9,クビ,12,137.9,42.4,大井佐藤壽,424(+6),202444012210,2024/01/22,1800,ダ,不
10,5,10,フォアランナー,牡5,56.0,藤田凌,2:00.9,ハナ,13,139.8,42.5,大井大宮和也,533(+10),202444012210,2024/01/22,1800,ダ,不
11,7,13,オゾナイザー,牡5,56.0,本田正重,2:00.9,アタマ,7,31.4,39.7,大井森下淳平,460(+3),202444012210,2024/01/22,1800,ダ,不
12,2,3,ガンブーツダンス,セ6,56.0,新原周馬,2:01.2,1.1/2,9,37.8,43.3,大井中道啓二,507(+4),202444012210,2024/01/22,1800,ダ,不
13,1,1,バトルスカーズ,牡5,56.0,高橋昭平,2:01.7,2.1/2,14,292.1,42.7,大井佐藤壽,503(+1),202444012210,2024/01/22,1800,ダ,不
14,3,5,ファンネルマーク,セ4,56.0,野畑凌,2:01.8,クビ,11,94.4,42.8,大井赤嶺本浩,511(+4),202444012210,2024/01/22,1800,ダ,不
15,3,6,アストロロジー,牡5,56.0,町田直希,2:02.6,4,6,11.8,39.9,大井佐野謙二,466(+5),202444012210,2024/01/22,1800,ダ,不
16,4,8,サーフシェイパー,牡8,56.0,松崎正泰,2:10.0,大,16,650.7,47.6,大井久保田信,476(+2),202444012210,2024/01/22,1800,ダ,不
1,7,11,デルマアビセタオシ,牡4,56.0,藤本現暉,1:45.3,,1,2.0,41.2,大井阪本一栄,478(+14),202444012301,2024/01/23,1600,ダ,不
2,1,1,コンテントマッシモ,牝5,51.0,▲木澤奨,1:45.6,1.1/2,11,80.6,41.6,大井佐々木忠,471(-2),202444012301,2024/01/23,1600,ダ,不
3,8,13,バーロット,牡5,56.0,和田譲治,1:45.7,1/2,3,7.1,41.4,大井栗田裕光,459(-3),202444012301,2024/01/23,1600,ダ,不
4,2,2,マグレ,牝8,54.0,中村尚平,1:45.9,1,2,3.5,41.2,大井庄子昭彦,454(-3),202444012301,2024/01/23,1600,ダ,不
5,5,6,ヤマノシャチー,牝8,51.0,▲田中洸多,1:46.3,2,6,19.9,41.8,大井高岩孝敏,516(+1),202444012301,2024/01/23,1600,ダ,不
6,6,8,フルーツパフェ,牝5,54.0,岡村健司,1:46.5,1,5,14.7,42.1,大井赤嶺本浩,486(-1),202444012301,2024/01/23,1600,ダ,不
7,4,4,イッツバッド,牝6,51.0,▲谷内貫太,1:46.5,アタマ,4,13.8,41.6,大井市村誠,450(+4),202444012301,2024/01/23,1600,ダ,不
8,8,12,ファイナルワンダー,牡4,56.0,服部茂史,1:46.6,3/4,7,20.5,42.4,大井佐宗応和,488(+10),202444012301,2024/01/23,1600,ダ,不
9,5,7,ハニーナイト,牝5,54.0,的場文男,1:47.2,3,9,32.4,42.8,大井渡部則夫,456(-1),202444012301,2024/01/23,1600,ダ,不
10,4,5,ナックホリデー,牝4,54.0,高橋昭平,1:47.4,3/4,12,261.1,42.4,大井立花貢,497(+11),202444012301,2024/01/23,1600,ダ,不
11,6,9,フィールドドリーム,セ5,56.0,石川駿介,1:50.3,大,10,61.6,45.6,大井岡野尚光,480(-4),202444012301,2024/01/23,1600,ダ,不
12,3,3,レイズミーアップ,牡4,56.0,藤田凌,1:51.0,3.1/2,8,28.7,46.9,大井中道啓二,431(-8),202444012301,2024/01/23,1600,ダ,不
取消,7,10,バンクサイド,牡4,56.0,西啓太,,,,,,大井荒井朋弘,,202444012301,2024/01/23,1600,ダ,不
1,2,3,ホウオウレンジャー,牡4,56.0,町田直希,1:14.9,,3,5.6,38.6,大井辻野豊,452(0),202444012302,2024/01/23,1200,ダ,不
2,2,4,マーナーパス,牡5,56.0,遠藤健太,1:15.2,1.3/4,9,38.0,38.9,大井遠藤茂,467(0),202444012302,2024/01/23,1200,ダ,不
3,6,12,ロイヤルエピック,牡6,53.0,▲大木天翔,1:15.3,1/2,1,2.8,38.7,大井橋本和馬,511(-8),202444012302,2024/01/23,1200,ダ,不
4,3,6,アグリモニー,牝4,51.0,▲田中洸多,1:16.4,5,6,11.8,38.7,大井小野寺晋,440(+6),202444012302,2024/01/23,1200,ダ,不
5,5,10,スーパークール,セ4,56.0,藤田凌,1:16.6,1.1/4,2,3.9,39.3,大井中道啓二,479(+5),202444012302,2024/01/23,1200,ダ,不
6,1,2,ワビスケ,牝4,54.0,松崎正泰,1:16.6,アタマ,15,524.6,39.5,大井庄子昭彦,462(-1),202444012302,2024/01/23,1200,ダ,不
7,4,7,ミスヒカリ,牝4,54.0,藤本現暉,1:16.7,1/2,8,32.7,40.1,大井中道啓二,428(-1),202444012302,2024/01/23,1200,ダ,不
8,1,1,ナチュラルフィーバ,牡7,56.0,和田譲治,1:17.2,2.1/2,4,6.8,41.0,大井須田和伸,482(+4),202444012302,2024/01/23,1200,ダ,不
9,6,11,ロデオスターメイト,牝6,54.0,吉井章,1:17.2,ハナ,11,58.7,39.5,大井赤嶺本浩,467(0),202444012302,2024/01/23,1200,ダ,不
10,7,13,ビーチガール,牝4,54.0,内田利雄,1:17.5,1.1/2,12,195.5,38.4,大井櫻木英喜,445(-5),202444012302,2024/01/23,1200,ダ,不
11,3,5,ロッキータイタン,牡4,56.0,本田正重,1:17.5,クビ,7,30.0,39.5,大井須田和伸,457(-2),202444012302,2024/01/23,1200,ダ,不
12,8,15,ヤマショウチーター,牡4,55.0,☆菅原涼太,1:17.5,アタマ,10,51.1,38.1,大井堀千亜樹,479(+29),202444012302,2024/01/23,1200,ダ,不
13,5,9,モンゲーサクラ,牝6,54.0,野畑凌,1:17.6,クビ,5,10.7,40.5,大井上杉昌宏,479(-6),202444012302,2024/01/23,1200,ダ,不
14,4,8,ビュヴォン,牡6,56.0,中村尚平,1:17.7,クビ,13,391.1,39.4,大井吉井竜一,504(-1),202444012302,2024/01/23,1200,ダ,不
15,8,16,ヴェローチェ,牝4,54.0,石川駿介,1:17.9,1.1/4,14,405.8,41.2,大井渡部則夫,400(+3),202444012302,2024/01/23,1200,ダ,不
取消,7,14,ウィンストラテジー,牡4,56.0,福原杏,,,,,,大井蛯名雄太,,202444012302,2024/01/23,1200,ダ,不
1,7,9,ショットブラスト,牝3,54.0,矢野貴之,1:30.9,,1,2.4,39.5,大井藤田輝信,439(-5),202444012303,2024/01/23,1400,ダ,不
2,5,6,ミリウス,牡3,56.0,和田譲治,1:31.2,1.3/4,4,5.7,39.9,大井月岡健二,475(-2),202444012303,2024/01/23,1400,ダ,不
3,1,1,ゲイシール,牡3,56.0,達城龍次,1:31.3,1/2,2,4.1,39.7,大井岡野尚光,485(-3),202444012303,2024/01/23,1400,ダ,不
4,6,7,ラビリンスクィーン,牝3,54.0,千田洋,1:31.8,2.1/2,8,69.4,38.9,大井栗田裕光,396(+1),202444012303,2024/01/23,1400,ダ,不
5,5,5,ピンナダ,牡3,56.0,服部茂史,1:32.0,1,5,9.1,40.2,大井中道啓二,455(-6),202444012303,2024/01/23,1400,ダ,不
6,7,10,シャンアリーズ,牝3,54.0,仲原大生,1:32.1,1/2,11,162.3,38.9,大井佐藤壽,401(-5),202444012303,2024/01/23,1400,ダ,不
7,3,3,バイオレットローズ,牝3,51.0,▲谷内貫太,1:32.2,1/2,3,5.1,40.9,大井嶋田幸晴,478(-7),202444012303,2024/01/23,1400,ダ,不
8,4,4,ベルルート,牡3,56.0,内田利雄,1:33.2,5,6,17.3,39.4,大井佐宗応和,442(-2),202444012303,2024/01/23,1400,ダ,不
9,6,8,ジェノベーゼ,牡3,56.0,石川駿介,1:33.7,2.1/2,9,90.3,41.2,大井岡野尚光,459(-4),202444012303,2024/01/23,1400,ダ,不
10,8,12,アタミフラッシュ,牡3,56.0,吉井章,1:33.8,3/4,7,44.5,40.6,大井栗田裕光,459(-8),202444012303,2024/01/23,1400,ダ,不
11,8,11,オモイデノリボン,牝3,51.0,▲木澤奨,1:35.1,6,12,197.5,42.2,大井市村誠,443(+1),202444012303,2024/01/23,1400,ダ,不
12,2,2,ゼネラルエメ,牝3,54.0,澤田龍哉,1:35.4,1.1/2,10,129.3,43.2,大井渡部則夫,431(+1),202444012303,2024/01/23,1400,ダ,不
1,6,8,レジェンドウェイ,セ3,56.0,吉井章,1:16.0,,2,3.0,39.2,大井鈴木啓之,464(-4),202444012304,2024/01/23,1200,ダ,不
2,7,10,サブノレインボー,牝3,54.0,藤田凌,1:17.2,6,1,2.2,40.2,大井立花伸,436(-4),202444012304,2024/01/23,1200,ダ,不
3,4,4,タレンテッド,牡3,56.0,岡村健司,1:17.6,2,10,195.0,40.6,大井堀江仁,419(0),202444012304,2024/01/23,1200,ダ,不
4,3,3,ギブミーユアラブ,牝3,53.0,☆菅原涼太,1:17.7,クビ,8,92.6,41.1,大井田中正人,462(+3),202444012304,2024/01/23,1200,ダ,不
5,5,6,ナンセイタイム,牡3,56.0,笹川翼,1:17.9,1,3,4.2,40.2,大井米田英世,470(-9),202444012304,2024/01/23,1200,ダ,不
6,2,2,ボヌールアンドゥー,牝3,54.0,達城龍次,1:17.9,クビ,5,18.9,39.4,大井中道啓二,502(-1),202444012304,2024/01/23,1200,ダ,不
7,8,11,ジュエルアバンティ,セ3,56.0,藤本現暉,1:17.9,アタマ,11,218.9,40.1,大井鈴木啓之,444(-5),202444012304,2024/01/23,1200,ダ,不
8,7,9,ピエールテネシー,牝3,54.0,石川駿介,1:18.2,1.1/2,6,35.8,40.7,大井佐々木洋,470(+2),202444012304,2024/01/23,1200,ダ,不
9,8,12,フェロシライト,牡3,56.0,服部茂史,1:18.4,1,12,338.7,41.0,大井宗形竹見,461(+5),202444012304,2024/01/23,1200,ダ,不
10,1,1,ビジュー,牝3,54.0,矢野貴之,1:18.5,クビ,4,7.9,40.3,大井荒山勝徳,492(-8),202444012304,2024/01/23,1200,ダ,不
11,6,7,カゼノタニノメロン,牝3,54.0,栗原大河,1:18.6,クビ,9,154.9,41.9,大井小野寺晋,450(-5),202444012304,2024/01/23,1200,ダ,不
12,5,5,リルスター,牝3,51.0,▲谷内貫太,1:19.4,4,7,86.2,41.9,大井市村誠,456(+6),202444012304,2024/01/23,1200,ダ,不
1,7,9,ジャックアバンティ,牡7,56.0,安藤洋一,1:45.4,,3,6.9,41.7,大井立花伸,489(-3),202444012305,2024/01/23,1600,ダ,不
2,4,4,デイライト,牡4,56.0,矢野貴之,1:45.4,アタマ,2,4.0,41.7,大井福永敏,498(-3),202444012305,2024/01/23,1600,ダ,不
3,3,3,ニシノリンドウ,牝4,51.0,▲谷内貫太,1:46.1,3.1/2,7,21.0,41.9,大井市村誠,489(+4),202444012305,2024/01/23,1600,ダ,不
4,1,1,マオノイリゼ,牝4,53.0,☆菅原涼太,1:46.9,4,4,11.4,42.0,大井橋本和馬,440(-3),202444012305,2024/01/23,1600,ダ,不
5,7,10,エムオースイート,牝5,54.0,岡村健司,1:46.9,アタマ,8,27.7,42.3,大井堀江仁,469(+2),202444012305,2024/01/23,1600,ダ,不
6,5,5,ウインフィエルテ,牝4,54.0,和田譲治,1:47.0,クビ,1,2.1,43.6,大井宗形竹見,510(+9),202444012305,2024/01/23,1600,ダ,不
7,6,7,セラシュトラール,牡4,56.0,吉井章,1:47.1,1/2,9,28.4,42.5,大井吉井竜一,501(+5),202444012305,2024/01/23,1600,ダ,不
8,6,8,ミキノカラクリバコ,牡6,53.0,▲木澤奨,1:47.2,1/2,6,17.0,43.4,大井村上頼章,529(-12),202444012305,2024/01/23,1600,ダ,不
9,8,11,ギレルモ,セ6,56.0,的場文男,1:47.3,クビ,11,45.9,43.6,大井田中正人,500(+4),202444012305,2024/01/23,1600,ダ,不
10,8,12,ジョーヌヴェール,牝5,51.0,▲所蛍,1:48.9,8,12,108.0,45.4,大井須田和伸,471(-3),202444012305,2024/01/23,1600,ダ,不
11,5,6,トゥジアース,牡5,55.0,☆木間塚龍,1:49.0,クビ,10,36.5,44.4,大井大宮和也,511(-5),202444012305,2024/01/23,1600,ダ,不
12,2,2,メリーモアナ,牝4,54.0,藤田凌,1:51.9,大,5,14.3,48.8,大井藤田輝信,453(-2),202444012305,2024/01/23,1600,ダ,不
1,1,2,モリデンステルス,牡4,56.0,矢野貴之,1:15.1,,1,1.7,38.6,大井鈴木啓之,492(-3),202444012306,2024/01/23,1200,ダ,不
2,8,15,ヴィクラント,セ4,56.0,岡村健司,1:15.7,3,7,24.0,38.8,大井堀江仁,486(-2),202444012306,2024/01/23,1200,ダ,不
3,7,13,ブライトノート,牝4,54.0,笹川翼,1:15.8,1/2,2,4.1,39.5,大井鷹見浩,462(+3),202444012306,2024/01/23,1200,ダ,不
4,7,14,ボニファシオ,牡4,56.0,安藤洋一,1:16.2,2,5,14.6,38.3,大井納谷和玖,510(0),202444012306,2024/01/23,1200,ダ,不
5,5,10,ダディーズラビング,牝4,53.0,☆菅原涼太,1:16.4,1,13,331.7,38.7,大井井上弘之,473(-5),202444012306,2024/01/23,1200,ダ,不
6,4,8,ユイノシノビアシ,牡4,56.0,森泰斗,1:16.4,ハナ,3,7.5,39.9,大井大宮和也,499(-3),202444012306,2024/01/23,1200,ダ,不
7,2,4,ブレイヴサウンド,セ7,56.0,吉井章,1:16.4,アタマ,4,12.0,39.3,大井松浦裕之,501(-3),202444012306,2024/01/23,1200,ダ,不
8,8,16,マロンルピナス,牝4,54.0,高橋昭平,1:16.5,1/2,16,508.6,39.3,大井久保田信,446(-4),202444012306,2024/01/23,1200,ダ,不
9,6,12,グリーンフラッシュ,牝6,54.0,仲原大生,1:17.4,4,6,23.3,40.5,大井米田英世,449(-13),202444012306,2024/01/23,1200,ダ,不
10,5,9,メイショウマクフィ,牡5,56.0,服部茂史,1:17.6,3/4,14,381.5,39.1,大井栗田泰昌,446(+20),202444012306,2024/01/23,1200,ダ,不
11,4,7,オーシンアズキ,牡5,56.0,藤田凌,1:17.8,1,8,42.6,40.5,大井朝倉実,475(+4),202444012306,2024/01/23,1200,ダ,不
12,2,3,チハヤブルラン,牝4,51.0,▲谷内貫太,1:18.4,3,12,253.4,42.3,大井市村誠,416(+2),202444012306,2024/01/23,1200,ダ,不
