着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
11,3,3,サザンスノー,牡4,56.0,高橋昭平,1:19.1,1.1/4,8,117.4,41.1,大井立花伸,480(-6),202544011302,2025/01/13,1200,ダ,稍
12,4,4,プチカノン,牡4,56.0,千田洋,1:20.0,4,11,208.9,40.8,大井納谷和玖,435(-1),202544011302,2025/01/13,1200,ダ,稍
1,1,1,ラストエイトクラブ,牡3,56.0,矢野貴之,1:16.1,,1,1.2,37.8,大井藤田輝信,448(前計不),202544011303,2025/01/13,1200,ダ,稍
2,4,4,ルビーギャラクシー,牝3,54.0,笹川翼,1:16.2,1/2,2,3.7,38.2,大井米田英世,483(前計不),202544011303,2025/01/13,1200,ダ,稍
3,5,5,マムティプリンス,牡3,56.0,西啓太,1:17.0,4,3,9.0,38.9,大井荒井朋弘,511(前計不),202544011303,2025/01/13,1200,ダ,稍
4,2,2,サブノルアナ,牝3,54.0,藤本現暉,1:18.6,8,6,37.2,39.6,大井阪本一栄,443(前計不),202544011303,2025/01/13,1200,ダ,稍
5,3,3,オキアガリコボシ,牝3,54.0,中村尚平,1:19.0,2,5,36.5,40.4,大井栗田裕光,456(前計不),202544011303,2025/01/13,1200,ダ,稍
6,6,6,ゴゴノタビダチ,牝3,54.0,阿部龍,1:19.1,クビ,4,24.5,40.6,大井橋本和馬,523(前計不),202544011303,2025/01/13,1200,ダ,稍
1,3,3,シャラク,牡4,56.0,安藤洋一,1:44.8,,4,7.3,40.9,大井佐宗応和,520(-1),202544011304,2025/01/13,1600,ダ,稍
2,2,2,ネオキャンディ,牡6,56.0,和田譲治,1:45.6,4,3,5.4,40.7,大井立花伸,534(-1),202544011304,2025/01/13,1600,ダ,稍
3,1,1,ファインデイ,牝4,54.0,吉井章,1:45.8,1,9,42.7,41.4,大井松浦裕之,460(+7),202544011304,2025/01/13,1600,ダ,稍
4,4,4,ルグランブルー,牝6,54.0,藤田凌,1:46.0,1,7,26.1,41.4,大井櫻木英喜,445(-3),202544011304,2025/01/13,1600,ダ,稍
5,6,8,グブリーサビタン,牡4,56.0,笹川翼,1:46.4,2,1,2.8,42.2,大井蛯名雄太,458(0),202544011304,2025/01/13,1600,ダ,稍
6,8,11,カルデナール,牡4,56.0,中村尚平,1:46.4,クビ,8,32.8,42.2,大井村上頼章,475(-6),202544011304,2025/01/13,1600,ダ,稍
7,5,6,ピックアンドロール,牡4,56.0,高野誠毅,1:46.6,3/4,10,92.6,41.4,大井鷹見浩,465(-19),202544011304,2025/01/13,1600,ダ,稍
8,6,7,レッドフローガ,セ5,56.0,千田洋,1:46.9,1.1/2,5,15.6,42.9,大井松浦裕之,461(-2),202544011304,2025/01/13,1600,ダ,稍
9,8,12,アルディオール,牡4,56.0,矢野貴之,1:47.0,3/4,2,2.8,43.1,大井澤佳宏,483(-6),202544011304,2025/01/13,1600,ダ,稍
10,7,9,トウキョーバサラ,牝4,51.0,▲田中洸多,1:47.7,3.1/2,11,155.8,43.4,大井村上頼章,385(+4),202544011304,2025/01/13,1600,ダ,稍
11,5,5,ダンシングエリカ,牝4,54.0,達城龍次,1:48.2,2.1/2,12,159.9,43.3,大井納谷和玖,431(-11),202544011304,2025/01/13,1600,ダ,稍
12,7,10,シュヴァイゲン,牡4,56.0,江里口裕,1:50.0,9,6,21.5,46.1,大井佐野謙二,496(+1),202544011304,2025/01/13,1600,ダ,稍
1,7,11,アーバンエア,牡4,56.0,御神本訓,1:13.8,,1,1.3,37.9,大井真島大輔,541(+7),202544011305,2025/01/13,1200,ダ,稍
2,5,6,モッテルネ,牝6,54.0,阿部龍,1:16.2,大,9,90.0,40.0,大井堀江仁,514(-12),202544011305,2025/01/13,1200,ダ,稍
3,6,9,キタサンリボン,牝6,54.0,達城龍次,1:16.4,1,2,7.8,39.8,大井辻野豊,487(+8),202544011305,2025/01/13,1200,ダ,稍
4,4,4,アンタゴニスタ,牡6,56.0,山林堂信,1:16.5,1/2,7,27.1,39.5,大井小野寺晋,495(-10),202544011305,2025/01/13,1200,ダ,稍
5,7,10,ニシノリピート,牝4,54.0,吉井章,1:16.6,1/2,6,18.5,40.5,大井松浦裕之,458(-1),202544011305,2025/01/13,1200,ダ,稍
6,6,8,ツクシ,牝5,52.0,△谷内貫太,1:16.7,1/2,5,17.3,39.5,大井大宮和也,433(-2),202544011305,2025/01/13,1200,ダ,稍
7,8,12,カゼノタニノメロン,牝4,51.0,▲田中洸多,1:17.1,2,11,223.5,38.5,大井小野寺晋,455(-5),202544011305,2025/01/13,1200,ダ,稍
8,3,3,ファインスカート,牝4,54.0,和田譲治,1:17.2,3/4,3,9.8,39.6,大井久保杉隆,460(+2),202544011305,2025/01/13,1200,ダ,稍
9,1,1,クリノソレイユ,牝4,54.0,中村尚平,1:17.4,3/4,10,141.1,41.2,大井村上頼章,434(+7),202544011305,2025/01/13,1200,ダ,稍
10,8,13,タイガーハート,牡4,56.0,藤田凌,1:17.5,1/2,4,17.0,40.5,大井藤田輝信,429(-3),202544011305,2025/01/13,1200,ダ,稍
11,4,5,ティテュラール,牡4,56.0,本田正重,1:18.0,2.1/2,8,33.4,39.8,大井堀千亜樹,511(-8),202544011305,2025/01/13,1200,ダ,稍
12,5,7,ケイアンプルール,セ4,56.0,菅原涼太,1:18.2,3/4,12,299.2,40.4,大井堀千亜樹,424(-4),202544011305,2025/01/13,1200,ダ,稍
13,2,2,スペクチャン,牝4,54.0,松崎正泰,1:19.5,6,13,331.6,39.3,大井岡野尚光,437(-1),202544011305,2025/01/13,1200,ダ,稍
1,1,1,ダノンアルプス,牡4,56.0,安藤洋一,1:43.9,,1,1.7,40.0,大井坂井英光,555(+2),202544011306,2025/01/13,1600,ダ,稍
2,2,2,ハカイシン,牡5,56.0,岡村健司,1:46.0,10,4,6.8,40.9,大井渡辺和雄,546(0),202544011306,2025/01/13,1600,ダ,稍
3,5,5,ゴーディアンノット,セ4,55.0,☆鷹見陸,1:46.2,1,7,38.2,41.2,大井鷹見浩,454(+3),202544011306,2025/01/13,1600,ダ,稍
4,6,6,ジコン,牡5,54.0,△谷内貫太,1:46.3,クビ,3,5.3,41.1,大井森下淳平,469(0),202544011306,2025/01/13,1600,ダ,稍
5,8,10,サブノプレミアム,セ4,56.0,阿部龍,1:46.6,1.3/4,9,85.0,41.9,大井堀千亜樹,498(-9),202544011306,2025/01/13,1600,ダ,稍
6,3,3,ニチリン,牝5,54.0,矢野貴之,1:46.7,1/2,2,5.3,42.8,大井栗田裕光,492(0),202544011306,2025/01/13,1600,ダ,稍
7,8,11,エスカルチャ,牡4,56.0,本田正重,1:47.0,1.1/2,5,19.2,42.9,大井的場直之,555(+8),202544011306,2025/01/13,1600,ダ,稍
8,4,4,ブイブイエスワン,牡4,56.0,和田譲治,1:47.3,1.1/2,10,93.2,40.9,大井須田和伸,523(-8),202544011306,2025/01/13,1600,ダ,稍
9,7,9,リケアオランジュ,牝4,54.0,吉井章,1:47.4,クビ,8,57.8,41.6,大井高岩孝敏,386(-7),202544011306,2025/01/13,1600,ダ,稍
10,6,7,カウイラ,牝4,54.0,笹川翼,1:48.1,3.1/2,6,22.8,43.4,大井宗形竹見,440(-2),202544011306,2025/01/13,1600,ダ,稍
11,7,8,ライヴフリッパー,牡4,54.0,△佐野遥久,1:48.6,2.1/2,11,181.3,43.8,大井赤嶺本浩,454(+7),202544011306,2025/01/13,1600,ダ,稍
1,4,7,ミッキースバル,牡4,56.0,笹川翼,1:14.6,,1,1.3,38.7,大井福田真広,493(-1),202544011307,2025/01/13,1200,ダ,稍
2,4,8,ネオメガミ,牝5,54.0,藤田凌,1:14.6,クビ,2,5.7,38.2,大井立花伸,496(+2),202544011307,2025/01/13,1200,ダ,稍
3,1,1,コトブキエース,牡5,56.0,今野忠成,1:15.2,3,10,174.0,39.1,大井渡部則夫,468(-3),202544011307,2025/01/13,1200,ダ,稍
4,5,9,ハースファイア,セ7,56.0,町田直希,1:15.7,2.1/2,7,33.9,39.6,大井栗田泰昌,436(+4),202544011307,2025/01/13,1200,ダ,稍
5,6,12,ダンシングラスカル,牡6,56.0,石川駿介,1:16.0,1.1/2,9,113.2,39.6,大井納谷和玖,498(+3),202544011307,2025/01/13,1200,ダ,稍
6,2,3,ビートリニティ,牝4,54.0,落合玄太,1:16.1,1/2,3,8.8,39.0,大井鈴木啓之,456(-2),202544011307,2025/01/13,1200,ダ,稍
7,3,5,キルザサイレンス,牡4,56.0,安藤洋一,1:16.1,クビ,6,26.4,40.4,大井赤嶺亮,490(0),202544011307,2025/01/13,1200,ダ,稍
8,1,2,アイフィロス,牝4,52.0,△佐野遥久,1:16.4,1.1/2,5,19.8,39.1,大井松浦裕之,414(-13),202544011307,2025/01/13,1200,ダ,稍
9,6,11,アヤサンダワキング,牡4,56.0,岩橋勇二,1:16.6,1.1/4,12,182.7,38.8,大井坂井英光,560(0),202544011307,2025/01/13,1200,ダ,稍
10,7,14,プロミスザスター,牡4,56.0,岡村健司,1:17.0,2,8,106.6,40.9,大井辻野豊,513(-10),202544011307,2025/01/13,1200,ダ,稍
11,5,10,ブラウンスウィープ,牡4,56.0,瀬川将輝,1:17.0,クビ,15,328.6,40.4,大井佐々木洋,446(+1),202544011307,2025/01/13,1200,ダ,稍
12,7,13,オールエクシード,牝4,51.0,▲田中洸多,1:17.0,ハナ,14,282.5,39.5,大井小野寺晋,481(-8),202544011307,2025/01/13,1200,ダ,稍
13,8,16,ブラントンアロー,牡4,55.0,☆鷹見陸,1:17.1,クビ,13,186.7,40.0,大井須田和伸,460(-4),202544011307,2025/01/13,1200,ダ,稍
14,3,6,クリスプオブウォー,牡5,56.0,西啓太,1:17.1,クビ,4,13.2,41.3,大井福永敏,495(+22),202544011307,2025/01/13,1200,ダ,稍
15,2,4,ハマノキョウケン,牡4,54.0,△所蛍,1:17.2,1/2,11,181.4,40.8,大井月岡健二,453(-4),202544011307,2025/01/13,1200,ダ,稍
16,8,15,ソフィアトート,牝4,54.0,菅原涼太,1:17.5,1.1/2,16,334.3,40.7,大井堀千亜樹,418(-1),202544011307,2025/01/13,1200,ダ,稍
1,1,1,ヨシノローズ,牝6,54.0,岡村健司,1:45.1,,3,5.0,40.7,大井渡辺和雄,469(-1),202544011308,2025/01/13,1600,ダ,稍
2,3,3,タオスワン,牡5,56.0,落合玄太,1:45.3,1.1/4,2,3.9,40.6,大井佐野謙二,472(+3),202544011308,2025/01/13,1600,ダ,稍
3,7,11,レライタム,セ4,56.0,本田正重,1:45.5,1,7,20.6,41.0,大井福田真広,502(+1),202544011308,2025/01/13,1600,ダ,稍
4,8,13,オリリオ,牡4,56.0,達城龍次,1:45.5,クビ,5,12.9,41.0,大井辻野豊,530(+10),202544011308,2025/01/13,1600,ダ,稍
5,6,9,ホクトシュンパチ,牡4,56.0,阿部龍,1:45.7,1,10,83.4,41.0,大井上杉昌宏,515(-2),202544011308,2025/01/13,1600,ダ,稍
6,7,10,ポルトディタリー,牡5,56.0,仲原大生,1:46.2,2.1/2,11,121.7,41.8,大井久保杉隆,451(0),202544011308,2025/01/13,1600,ダ,稍
7,8,12,ヤルヤン,牡4,56.0,西啓太,1:46.4,1,1,2.5,41.9,大井堀千亜樹,451(+5),202544011308,2025/01/13,1600,ダ,稍
8,5,6,キョウエイノヴェル,牡4,56.0,江里口裕,1:46.5,クビ,4,8.1,41.5,大井阪本一栄,469(-4),202544011308,2025/01/13,1600,ダ,稍
9,2,2,サンラモン,牡4,56.0,藤本現暉,1:47.2,3.1/2,12,211.5,41.9,大井渡部則夫,476(-4),202544011308,2025/01/13,1600,ダ,稍
10,5,7,エルマスフエルテ,牡9,55.0,☆木間塚龍,1:47.3,クビ,8,28.8,42.5,大井久保杉隆,490(+8),202544011308,2025/01/13,1600,ダ,稍
11,6,8,シードザブレイク,牡6,56.0,藤田凌,1:47.3,クビ,6,13.5,42.0,大井阪本一栄,490(-10),202544011308,2025/01/13,1600,ダ,稍
12,4,5,バイオレットローズ,牝4,54.0,遠藤健太,1:48.3,5,13,322.7,42.2,大井佐々木忠,474(-7),202544011308,2025/01/13,1600,ダ,稍
13,4,4,エムティリラ,牝4,52.0,△佐野遥久,1:49.0,3.1/2,9,41.0,44.6,大井堀江仁,409(-12),202544011308,2025/01/13,1600,ダ,稍
1,1,2,ウイングウインド,牡7,53.0,▲田中洸多,1:14.7,,7,16.6,38.3,大井橋本和馬,483(-2),202544011309,2025/01/13,1200,ダ,稍
2,5,9,ロイヤルエピック,牡7,56.0,菅原涼太,1:14.9,1,2,4.1,39.0,大井橋本和馬,505(-9),202544011309,2025/01/13,1200,ダ,稍
3,2,4,カンタベリーホープ,牡6,56.0,岩橋勇二,1:15.3,2,5,10.6,38.5,大井遠藤茂,477(0),202544011309,2025/01/13,1200,ダ,稍
4,7,13,イチモクサン,セ5,56.0,福原杏,1:15.3,クビ,11,55.0,39.0,大井堀江仁,474(-4),202544011309,2025/01/13,1200,ダ,稍
5,3,5,マオノブリージー,牝4,54.0,藤田凌,1:15.4,クビ,14,255.1,38.3,大井橋本和馬,429(-3),202544011309,2025/01/13,1200,ダ,稍
6,6,12,ディオレム,牡5,55.0,☆木間塚龍,1:15.4,クビ,6,12.0,39.5,大井久保杉隆,481(+2),202544011309,2025/01/13,1200,ダ,稍
7,1,1,ゲッワイエンタン,牡4,56.0,藤本現暉,1:15.5,クビ,12,66.9,38.3,大井吉井竜一,462(-5),202544011309,2025/01/13,1200,ダ,稍
8,4,7,ルイーサ,牝5,52.0,△所蛍,1:15.5,アタマ,10,49.1,37.8,大井鷹見浩,474(-2),202544011309,2025/01/13,1200,ダ,稍
9,2,3,ビービーバシリス,牝4,54.0,阿部龍,1:15.6,クビ,4,6.5,39.4,大井村上頼章,485(+5),202544011309,2025/01/13,1200,ダ,稍
10,6,11,ペイルムーン,牝4,54.0,矢野貴之,1:15.6,ハナ,3,6.3,38.8,大井高野毅,425(-7),202544011309,2025/01/13,1200,ダ,稍
11,5,10,ユウユウスターリー,牝7,54.0,安藤洋一,1:15.8,3/4,8,36.8,39.2,大井月岡健二,426(-7),202544011309,2025/01/13,1200,ダ,稍
12,7,14,グァンダオ,牡4,56.0,落合玄太,1:15.9,3/4,9,38.6,38.5,大井小野寺晋,434(-1),202544011309,2025/01/13,1200,ダ,稍
13,8,16,シャンペートル,牡4,56.0,達城龍次,1:16.3,2,1,2.9,40.3,大井納谷和玖,491(-5),202544011309,2025/01/13,1200,ダ,稍
14,3,6,ゼネラルチーター,牡4,56.0,松崎正泰,1:16.5,3/4,15,386.3,39.0,大井須田和伸,440(+4),202544011309,2025/01/13,1200,ダ,稍
15,8,15,ゴルトヴェーレ,牝4,54.0,和田譲治,1:16.6,1/2,13,82.3,40.4,大井真島大輔,490(-3),202544011309,2025/01/13,1200,ダ,稍
取消,4,8,ハナカンザシ,牝4,54.0,石川駿介,,,,,,大井岡野尚光,,202544011309,2025/01/13,1200,ダ,稍
1,6,8,スナイプフレイバー,牡5,56.0,和田譲治,1:12.9,,4,7.9,37.4,大井坂井英光,502(-1),202544011310,2025/01/13,1200,ダ,稍
2,8,13,ナサ,牝7,54.0,矢野貴之,1:14.2,6,2,3.4,38.5,大井佐野謙二,483(+2),202544011310,2025/01/13,1200,ダ,稍
3,1,1,ヤマノウォーリア,牡5,56.0,阿部龍,1:14.3,1/2,8,34.4,38.2,大井佐々木洋,492(-3),202544011310,2025/01/13,1200,ダ,稍
4,2,2,リュウ,牡5,56.0,野畑凌,1:14.5,3/4,1,2.4,38.0,大井福永敏,543(+9),202544011310,2025/01/13,1200,ダ,稍
5,6,9,ヴィクラント,セ5,56.0,菅原涼太,1:14.6,1/2,3,6.0,38.7,大井堀江仁,486(0),202544011310,2025/01/13,1200,ダ,稍
6,7,10,コーミズアムール,牝6,54.0,笹川翼,1:14.7,1/2,7,25.5,39.1,大井米田英世,440(-3),202544011310,2025/01/13,1200,ダ,稍
7,5,7,ニシノラーナ,牝6,52.0,△谷内貫太,1:14.7,アタマ,9,44.9,38.5,大井市村誠,491(0),202544011310,2025/01/13,1200,ダ,稍
8,3,3,ケンマキシム,牡5,56.0,藤本現暉,1:14.7,アタマ,6,22.4,37.3,大井高橋清顕,515(-5),202544011310,2025/01/13,1200,ダ,稍
9,4,5,ムサシジェリーナ,牝4,53.0,☆鷹見陸,1:14.9,1.1/4,13,196.5,38.0,大井栗田泰昌,500(0),202544011310,2025/01/13,1200,ダ,稍
10,7,11,アポロリヤム,セ6,56.0,本田正重,1:14.9,アタマ,11,143.7,37.6,大井市村誠,468(+3),202544011310,2025/01/13,1200,ダ,稍
11,8,12,シザーハンズ,牝8,54.0,西啓太,1:15.9,5,12,160.7,40.0,大井櫻木英喜,502(+10),202544011310,2025/01/13,1200,ダ,稍
12,4,4,リコーバルカン,牡7,56.0,藤田凌,1:15.9,クビ,5,9.6,40.0,大井荒山勝徳,538(+3),202544011310,2025/01/13,1200,ダ,稍
13,5,6,ティーズエナジー,牝4,54.0,吉井章,1:16.4,2.1/2,10,112.8,40.5,大井嶋田幸晴,427(-4),202544011310,2025/01/13,1200,ダ,稍
1,2,3,リコールガー,牡5,56.0,今野忠成,1:26.0,,5,31.8,37.5,大井荒山勝徳,539(-1),202544011311,2025/01/13,1400,ダ,稍
2,4,6,トゥースパークル,牡7,56.0,矢野貴之,1:26.0,アタマ,2,5.0,37.3,大井藤田輝信,508(+4),202544011311,2025/01/13,1400,ダ,稍
3,5,8,ケテンドリーム,牝4,54.0,笹川翼,1:26.8,4,3,9.2,37.8,大井上杉昌宏,473(-2),202544011311,2025/01/13,1400,ダ,稍
4,3,5,サイアンドコー,牡5,56.0,御神本訓,1:26.9,1/2,1,1.2,38.2,大井荒山勝徳,506(+5),202544011311,2025/01/13,1400,ダ,稍
5,8,14,ガルヴァナイズ,牡5,56.0,落合玄太,1:27.5,3,6,32.0,38.3,大井坂井英光,512(+1),202544011311,2025/01/13,1400,ダ,稍
6,2,2,スターオブフェイス,牡6,54.0,△谷内貫太,1:27.6,クビ,4,18.9,37.4,大井嶋田幸晴,453(+3),202544011311,2025/01/13,1400,ダ,稍
7,7,13,ミセスバローズ,牝7,53.0,☆鷹見陸,1:28.3,3.1/2,12,173.8,37.9,大井森下淳平,444(+3),202544011311,2025/01/13,1400,ダ,稍
8,5,9,ユウシンイモン,牡6,56.0,達城龍次,1:28.3,クビ,10,121.4,39.3,大井佐宗応和,495(0),202544011311,2025/01/13,1400,ダ,稍
9,8,15,デッドフレイ,牡4,56.0,藤本現暉,1:28.4,クビ,13,217.0,38.6,大井朝倉実,486(-2),202544011311,2025/01/13,1400,ダ,稍
10,6,11,キャロライナリーパ,牝7,52.0,△所蛍,1:29.1,3.1/2,14,326.5,39.5,大井月岡健二,470(-2),202544011311,2025/01/13,1400,ダ,稍
11,6,10,ヤクモ,牡7,56.0,野畑凌,1:29.3,1,7,104.8,39.8,大井阪本一栄,507(0),202544011311,2025/01/13,1400,ダ,稍
12,1,1,パンセ,牡4,54.0,△佐野遥久,1:29.4,クビ,11,140.5,40.4,川崎高月賢一,466(-3),202544011311,2025/01/13,1400,ダ,稍
13,3,4,カッパギ,牡5,56.0,阿部龍,1:29.7,1.3/4,9,119.6,39.3,大井蛯名雄太,466(+3),202544011311,2025/01/13,1400,ダ,稍
14,7,12,パペッティア,牝4,54.0,藤田凌,1:31.1,7,8,112.6,41.9,大井荒山勝徳,446(0),202544011311,2025/01/13,1400,ダ,稍
取消,4,7,ランディスシティ,牡6,56.0,本田正重,,,,,,大井森下淳平,,202544011311,2025/01/13,1400,ダ,稍
1,8,11,サウンドズーム,牡5,57.0,達城龍次,1:46.4,,1,2.6,40.7,大井鈴木啓之,486(-1),202544011312,2025/01/13,1650,ダ,稍
2,1,1,タイムトゥキル,牝5,55.0,安藤洋一,1:46.9,2.1/2,3,5.5,41.3,大井米田英世,504(+1),202544011312,2025/01/13,1650,ダ,稍
3,5,5,リケアミネオラ,牡5,57.0,千田洋,1:47.0,1/2,2,3.2,40.9,大井吉井竜一,422(-1),202544011312,2025/01/13,1650,ダ,稍
4,7,8,アンニンドウフ,牡5,57.0,横川怜央,1:47.7,3.1/2,4,6.0,41.6,大井赤嶺本浩,477(-1),202544011312,2025/01/13,1650,ダ,稍
5,7,9,ゲルタ,牡4,57.0,笹川翼,1:48.0,1.3/4,5,7.7,41.7,大井福永敏,512(-7),202544011312,2025/01/13,1650,ダ,稍
6,6,7,コスモギンガ,牝8,53.0,山林堂信,1:48.0,アタマ,7,85.7,41.3,大井小野寺晋,484(-1),202544011312,2025/01/13,1650,ダ,稍
7,2,2,ベアーザベル,牝6,53.0,本村直樹,1:48.1,1/2,10,248.8,40.8,大井高岩孝敏,439(-1),202544011312,2025/01/13,1650,ダ,稍
8,3,3,アンパト,セ5,55.0,東原悠善,1:48.2,クビ,9,116.8,41.1,大井庄子昭彦,421(+2),202544011312,2025/01/13,1650,ダ,稍
9,8,10,マヒナブラヴォー,牡4,55.0,西啓太,1:48.2,クビ,6,20.9,42.3,大井福永敏,489(-3),202544011312,2025/01/13,1650,ダ,稍
10,4,4,ハデスブレイン,牡6,55.0,中村尚平,1:49.9,8,11,312.2,42.0,大井庄子昭彦,525(+1),202544011312,2025/01/13,1650,ダ,稍
11,6,6,ブラッドワイルド,牡6,55.0,新原周馬,1:50.2,1.1/2,8,91.6,42.9,大井高岩孝敏,528(+1),202544011312,2025/01/13,1650,ダ,稍
1,4,4,スカイイズユアーズ,牡4,56.0,笹川翼,1:42.6,,1,1.3,38.8,大井福永敏,502(-6),202544011401,2025/01/14,1600,ダ,稍
2,4,5,ヴォーグアルタイル,牡4,56.0,本田正重,1:43.8,6,2,4.5,40.0,大井真島大輔,471(+11),202544011401,2025/01/14,1600,ダ,稍
3,5,6,ファーストメイト,牡4,56.0,藤田凌,1:44.2,2,3,12.3,40.0,大井阪本一栄,482(+7),202544011401,2025/01/14,1600,ダ,稍
4,2,2,グリーンジェイド,牡6,56.0,遠藤健太,1:44.7,2.1/2,5,22.8,40.2,大井遠藤茂,483(+7),202544011401,2025/01/14,1600,ダ,稍
5,7,10,イケノギャルチャン,牝6,54.0,石川駿介,1:45.0,1.1/2,8,85.7,40.2,大井岡野尚光,510(-6),202544011401,2025/01/14,1600,ダ,稍
6,8,13,ノンストップガール,牝5,54.0,野畑凌,1:45.1,3/4,4,15.8,41.0,大井渡辺和雄,506(+2),202544011401,2025/01/14,1600,ダ,稍
7,3,3,フォアランナー,牡6,55.0,☆鷹見陸,1:45.4,1.1/2,6,31.6,40.9,大井大宮和也,535(-4),202544011401,2025/01/14,1600,ダ,稍
8,8,12,ヤマトホープシップ,牝8,54.0,和田譲治,1:46.2,4,7,45.1,41.8,大井久保杉隆,468(0),202544011401,2025/01/14,1600,ダ,稍
9,6,9,ウチョウテン,牡7,56.0,菅原涼太,1:46.3,3/4,11,255.9,39.9,大井堀千亜樹,474(+2),202544011401,2025/01/14,1600,ダ,稍
10,5,7,ヤマジュンセーヌ,牝5,52.0,△谷内貫太,1:46.3,アタマ,13,408.0,40.7,大井小野寺晋,452(-5),202544011401,2025/01/14,1600,ダ,稍
11,7,11,ウィーナーズソング,牡5,56.0,横川怜央,1:46.6,1.1/2,10,208.2,41.1,大井赤嶺本浩,518(+10),202544011401,2025/01/14,1600,ダ,稍
12,6,8,ジュレヴァー,牝4,54.0,新原周馬,1:47.3,3.1/2,9,185.2,42.1,大井高岩孝敏,430(-6),202544011401,2025/01/14,1600,ダ,稍
