着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
5,5,10,マルヨリヴィエラ,牝4,54.0,野畑凌,1:14.4,アタマ,8,57.1,37.8,大井赤嶺本浩,452(+2),202544031001,2025/03/10,1200,ダ,重
6,7,14,サンダーペコ,牝4,54.0,吉原寛人,1:14.6,1,7,21.4,38.4,大井橋本和馬,472(+1),202544031001,2025/03/10,1200,ダ,重
7,3,6,ゴールドアバンティ,牡6,56.0,藤田凌,1:14.8,3/4,3,5.8,38.0,大井立花伸,467(+4),202544031001,2025/03/10,1200,ダ,重
8,8,16,サウザンセーラ,牝5,54.0,高橋昭平,1:14.9,1/2,5,11.7,37.1,大井立花貢,480(+4),202544031001,2025/03/10,1200,ダ,重
9,5,9,タマゴカケゴハン,牝4,54.0,菅原涼太,1:15.1,1.1/4,11,149.7,39.5,大井小野寺晋,402(+2),202544031001,2025/03/10,1200,ダ,重
10,6,11,ジンバブジ,牝5,54.0,達城龍次,1:15.3,1,9,73.2,38.3,大井庄子昭彦,499(-4),202544031001,2025/03/10,1200,ダ,重
11,4,8,バーロット,牡6,56.0,瀬川将輝,1:15.5,1,10,79.1,38.9,大井栗田裕光,468(+6),202544031001,2025/03/10,1200,ダ,重
12,4,7,ゴルドヴァッサー,牝4,54.0,遠藤健太,1:15.6,1/2,16,658.3,38.4,大井佐々木洋,409(+2),202544031001,2025/03/10,1200,ダ,重
13,1,1,アンロック,牝4,52.0,△谷内貫太,1:15.7,3/4,12,268.8,38.9,大井佐宗応和,461(+11),202544031001,2025/03/10,1200,ダ,重
14,2,3,グローリーエックス,セ7,56.0,山林堂信,1:17.1,7,14,450.4,38.1,大井渡部則夫,500(0),202544031001,2025/03/10,1200,ダ,重
15,7,13,ハナノクロコ,牝4,51.0,▲田中洸多,1:17.5,2,13,389.0,40.7,大井荒井朋弘,445(-5),202544031001,2025/03/10,1200,ダ,重
16,8,15,サザンスノー,牡4,56.0,江里口裕,1:17.8,1.1/2,15,633.9,38.6,大井立花伸,480(-5),202544031001,2025/03/10,1200,ダ,重
1,2,2,ウエストリーダー,セ4,56.0,野畑凌,1:44.5,,1,1.5,39.5,大井坂井英光,521(-1),202544031002,2025/03/10,1600,ダ,重
2,1,1,シュヴァイゲン,牡4,56.0,江里口裕,1:45.5,5,5,30.9,40.1,大井佐野謙二,496(+2),202544031002,2025/03/10,1600,ダ,重
3,4,4,ルグランブルー,牝6,54.0,藤田凌,1:45.6,3/4,2,3.2,40.3,大井佐宗応和,457(+4),202544031002,2025/03/10,1600,ダ,重
4,8,11,ポンドウェイヴ,牝6,52.0,△谷内貫太,1:45.7,クビ,6,32.6,40.1,大井朝倉実,498(+7),202544031002,2025/03/10,1600,ダ,重
5,8,12,カットビホッキマン,セ5,56.0,吉原寛人,1:46.0,1.3/4,4,12.9,40.4,大井久保杉隆,413(-3),202544031002,2025/03/10,1600,ダ,重
6,3,3,エクスプローラー,牡6,56.0,千田洋,1:46.1,3/4,12,413.7,40.2,大井納谷和玖,461(-1),202544031002,2025/03/10,1600,ダ,重
7,5,6,ナックドバイ,牡6,55.0,☆鷹見陸,1:46.2,クビ,11,237.2,40.9,大井立花貢,510(+1),202544031002,2025/03/10,1600,ダ,重
8,6,7,イッツバッド,牝7,54.0,矢野貴之,1:46.4,1,7,43.4,40.3,大井市村誠,447(+7),202544031002,2025/03/10,1600,ダ,重
9,7,10,エイシンペリドット,牝5,54.0,菅原涼太,1:46.4,ハナ,8,57.9,41.4,大井小野寺晋,488(-6),202544031002,2025/03/10,1600,ダ,重
10,6,8,ファインスカート,牝4,54.0,吉井章,1:46.5,クビ,3,12.4,41.5,大井久保杉隆,460(-8),202544031002,2025/03/10,1600,ダ,重
10,7,9,エヴィエニス,牡4,53.0,▲田中洸多,1:46.5,同着,10,141.8,40.0,大井荒井朋弘,498(+4),202544031002,2025/03/10,1600,ダ,重
12,5,5,デンショウロイヤル,牡7,56.0,瀬川将輝,1:46.7,1,9,125.4,40.8,大井遠藤茂,513(+4),202544031002,2025/03/10,1600,ダ,重
1,1,1,アイアムイブシギン,牡4,56.0,笹川翼,1:14.7,,1,2.3,37.9,大井澤佳宏,488(0),202544031003,2025/03/10,1200,ダ,重
2,2,4,マーカンエミーオ,牡5,54.0,△谷内貫太,1:14.7,アタマ,2,3.0,38.2,大井嶋田幸晴,467(-5),202544031003,2025/03/10,1200,ダ,重
3,1,2,ドンナドンナ,牝5,54.0,大木天翔,1:15.5,4,7,22.0,39.0,大井橋本和馬,445(+2),202544031003,2025/03/10,1200,ダ,重
4,5,9,ルルルンルン,牝4,54.0,藤田凌,1:15.6,1/2,6,16.1,37.7,大井朝倉実,446(+11),202544031003,2025/03/10,1200,ダ,重
5,3,5,クリノソレイユ,牝4,54.0,中村尚平,1:15.7,1/2,10,150.2,38.8,大井村上頼章,432(-3),202544031003,2025/03/10,1200,ダ,重
6,7,14,モンゲーサクラ,牝7,54.0,矢野貴之,1:15.8,クビ,4,9.9,39.1,大井上杉昌宏,485(+1),202544031003,2025/03/10,1200,ダ,重
7,6,12,モッテルネ,牝6,54.0,野畑凌,1:15.9,クビ,5,11.3,38.6,大井堀江仁,532(+1),202544031003,2025/03/10,1200,ダ,重
8,8,16,ピックアンドロール,牡4,56.0,江里口裕,1:16.1,1,12,222.2,38.5,大井鷹見浩,469(+2),202544031003,2025/03/10,1200,ダ,重
9,5,10,ユヌブリーズ,牝4,54.0,瀬川将輝,1:16.1,ハナ,16,526.5,38.6,大井庄子昭彦,396(-1),202544031003,2025/03/10,1200,ダ,重
10,6,11,レッドフローガ,セ5,56.0,千田洋,1:16.1,クビ,3,6.8,38.8,大井松浦裕之,465(-1),202544031003,2025/03/10,1200,ダ,重
11,8,15,ブロードファイラム,牝4,54.0,松崎正泰,1:16.3,1,9,65.3,39.0,大井高橋清顕,454(+1),202544031003,2025/03/10,1200,ダ,重
12,3,6,カゼノタニノメロン,牝4,51.0,▲田中洸多,1:16.4,1/2,13,352.1,39.1,大井小野寺晋,455(+2),202544031003,2025/03/10,1200,ダ,重
13,2,3,ジュレヴァー,牝4,54.0,石川駿介,1:16.6,3/4,15,437.3,39.5,大井高岩孝敏,438(+2),202544031003,2025/03/10,1200,ダ,重
14,4,8,トウキョーバサラ,牝4,51.0,▲加藤雄真,1:17.0,2,14,423.7,39.5,大井村上頼章,386(+5),202544031003,2025/03/10,1200,ダ,重
15,4,7,アンタゴニスタ,牡6,54.0,中島良美,1:17.4,2,8,56.7,40.2,大井小野寺晋,496(-5),202544031003,2025/03/10,1200,ダ,重
16,7,13,キョウエイアンバー,牝4,54.0,西啓太,1:20.1,大,11,161.4,41.8,大井阪本一栄,462(+1),202544031003,2025/03/10,1200,ダ,重
1,1,1,ラインバルトホルン,牝3,54.0,矢野貴之,1:45.3,,1,1.5,39.3,大井森下淳平,484(+1),202544031004,2025/03/10,1600,ダ,重
2,6,6,ハクアイソレイユ,牝3,54.0,吉井章,1:45.7,2,5,25.2,39.6,大井松浦裕之,456(-1),202544031004,2025/03/10,1600,ダ,重
3,5,5,カワノナガレボシ,牡3,56.0,中村尚平,1:47.0,6,3,10.4,40.4,大井渡辺和雄,536(0),202544031004,2025/03/10,1600,ダ,重
4,7,7,レイヴンマスター,牡3,56.0,千田洋,1:47.5,2.1/2,2,2.7,41.3,大井赤嶺亮,474(-3),202544031004,2025/03/10,1600,ダ,重
5,4,4,マニキュア,牝3,54.0,野畑凌,1:47.6,1/2,4,11.4,41.0,大井村上頼章,450(-5),202544031004,2025/03/10,1600,ダ,重
6,2,2,セグレタリオレディ,牝3,54.0,仲原大生,1:50.6,大,7,182.0,44.0,大井渡部則夫,392(-3),202544031004,2025/03/10,1600,ダ,重
7,3,3,ヤマショウゴールド,セ3,56.0,高野誠毅,1:51.9,6,6,74.6,45.1,大井嶋田幸晴,463(+1),202544031004,2025/03/10,1600,ダ,重
1,6,6,ロータス,牝3,54.0,藤田凌,1:30.0,,1,1.7,38.7,大井橋本和馬,496(-2),202544031005,2025/03/10,1400,ダ,重
2,1,1,サブノアイナ,牝3,54.0,高野誠毅,1:31.0,5,5,16.8,39.7,大井鷹見浩,496(-6),202544031005,2025/03/10,1400,ダ,重
3,5,5,ヨシノルビー,牝3,54.0,吉原寛人,1:31.2,3/4,3,5.0,39.5,大井市村誠,404(+1),202544031005,2025/03/10,1400,ダ,重
4,4,4,ウルフスタンド,牡3,56.0,中村尚平,1:32.2,5,2,5.0,40.7,大井渡部則夫,518(-3),202544031005,2025/03/10,1400,ダ,重
5,2,2,ティアバンティ,牡3,56.0,安藤洋一,1:33.1,4,6,20.4,39.8,大井立花伸,539(+2),202544031005,2025/03/10,1400,ダ,重
6,3,3,ブラックナイト,牡3,56.0,仲原大生,1:33.7,3,7,44.2,41.0,大井庄子昭彦,437(-4),202544031005,2025/03/10,1400,ダ,重
7,8,8,バンビチャン,牝3,54.0,吉井章,1:34.4,3.1/2,4,8.3,42.5,大井久保杉隆,409(0),202544031005,2025/03/10,1400,ダ,重
8,7,7,センターコーク,牡3,55.0,☆鷹見陸,1:41.3,大,8,53.8,46.6,大井高野毅,512(-19),202544031005,2025/03/10,1400,ダ,重
取消,8,9,オボロ,牡3,56.0,和田譲治,,,,,,大井福永敏,,202544031005,2025/03/10,1400,ダ,重
1,3,3,ジーティーマジカル,牝3,54.0,笹川翼,1:14.2,,2,2.7,38.0,大井中道啓二,503(0),202544031006,2025/03/10,1200,ダ,重
2,5,6,ターボエス,牡3,56.0,藤田凌,1:15.2,5,1,2.4,38.9,大井荒井朋弘,476(0),202544031006,2025/03/10,1200,ダ,重
3,2,2,ストライドスター,牝3,52.0,△谷内貫太,1:15.2,クビ,4,8.9,37.8,大井森下淳平,423(0),202544031006,2025/03/10,1200,ダ,重
4,4,4,ドレッドノート,牡3,56.0,和田譲治,1:15.6,2,3,7.8,38.6,大井宗形竹見,507(-1),202544031006,2025/03/10,1200,ダ,重
5,6,8,ニューブリッジ,牝3,54.0,達城龍次,1:15.9,1.1/2,6,14.4,37.8,大井福永敏,493(0),202544031006,2025/03/10,1200,ダ,重
6,8,12,シャークコパ,牝3,54.0,仲原大生,1:16.9,5,11,200.0,39.1,大井赤嶺亮,460(-1),202544031006,2025/03/10,1200,ダ,重
7,8,13,レディサムライ,牝3,54.0,安藤洋一,1:17.2,1.1/2,5,12.4,40.3,大井佐宗応和,425(+2),202544031006,2025/03/10,1200,ダ,重
8,6,9,サブノマカナ,牝3,54.0,高橋昭平,1:17.6,2,7,43.5,41.1,大井立花伸,462(0),202544031006,2025/03/10,1200,ダ,重
9,4,5,アタラツキヨ,牝3,54.0,矢野貴之,1:17.8,1.1/4,8,50.8,41.3,大井大宮和也,472(+5),202544031006,2025/03/10,1200,ダ,重
10,5,7,ポレポレ,牝3,54.0,西啓太,1:18.0,3/4,9,51.2,41.3,大井堀千亜樹,391(-6),202544031006,2025/03/10,1200,ダ,重
11,7,11,ルティルス,牝3,54.0,菅原涼太,1:19.2,6,13,328.0,40.7,大井堀江仁,439(-1),202544031006,2025/03/10,1200,ダ,重
12,1,1,アラジニース,牝3,54.0,町田直希,1:20.6,7,12,223.8,40.9,大井栗田泰昌,438(+3),202544031006,2025/03/10,1200,ダ,重
13,7,10,ゴゴノタビダチ,牝3,54.0,大木天翔,1:21.8,6,10,93.9,43.8,大井橋本和馬,520(+5),202544031006,2025/03/10,1200,ダ,重
1,6,10,ジャスティンダイヤ,牡6,56.0,吉原寛人,1:43.5,,1,1.6,40.7,大井荒山勝徳,512(-3),202544031007,2025/03/10,1600,ダ,重
2,5,8,ファーストメイト,牡4,56.0,藤田凌,1:43.6,クビ,2,2.5,40.0,大井阪本一栄,489(+2),202544031007,2025/03/10,1600,ダ,重
3,6,9,グレーターホープ,牡5,56.0,吉井章,1:45.0,7,3,12.9,40.4,大井月岡健二,436(-10),202544031007,2025/03/10,1600,ダ,重
4,3,4,オールエクシード,牝4,51.0,▲田中洸多,1:45.8,4,11,170.8,40.7,大井小野寺晋,485(0),202544031007,2025/03/10,1600,ダ,重
5,8,13,アイフィロス,牝4,54.0,矢野貴之,1:46.0,1,5,28.0,42.6,大井松浦裕之,407(-7),202544031007,2025/03/10,1600,ダ,重
6,1,1,ポルトディタリー,牡5,56.0,和田譲治,1:46.1,クビ,7,53.2,41.2,大井久保杉隆,452(-3),202544031007,2025/03/10,1600,ダ,重
7,4,6,ベッティーナ,牝4,54.0,町田直希,1:46.2,3/4,8,91.4,42.4,大井蛯名雄太,450(+5),202544031007,2025/03/10,1600,ダ,重
8,8,14,リケアオランジュ,牝4,54.0,新原周馬,1:46.6,2,12,181.5,42.0,大井高岩孝敏,387(-4),202544031007,2025/03/10,1600,ダ,重
9,3,3,シードザブレイク,牡6,56.0,西啓太,1:46.8,1,13,218.1,42.6,大井阪本一栄,490(-4),202544031007,2025/03/10,1600,ダ,重
10,2,2,ファイストス,牝4,54.0,今野忠成,1:47.7,4,10,116.4,42.9,大井須田和伸,471(+1),202544031007,2025/03/10,1600,ダ,重
11,7,12,プロミスザスター,牡4,56.0,達城龍次,1:47.9,1,6,51.6,44.5,大井辻野豊,502(-12),202544031007,2025/03/10,1600,ダ,重
12,4,5,シャラク,牡4,56.0,安藤洋一,1:48.1,1,4,20.7,42.8,大井佐宗応和,519(-8),202544031007,2025/03/10,1600,ダ,重
13,5,7,ビーザチェンジ,牡9,56.0,野畑凌,1:48.4,1.1/2,14,255.6,43.4,大井吉井竜一,519(+6),202544031007,2025/03/10,1600,ダ,重
14,7,11,パンオショコラ,牝4,54.0,笹川翼,1:50.2,9,9,99.8,45.3,大井福田真広,502(-6),202544031007,2025/03/10,1600,ダ,重
1,3,3,シャンペートル,牡4,56.0,達城龍次,1:29.9,,1,3.0,40.3,大井納谷和玖,492(-2),202544031008,2025/03/10,1400,ダ,重
2,2,2,アミフジモアナ,牝4,54.0,菅原涼太,1:30.0,1/2,9,47.8,40.4,大井辻野豊,475(-12),202544031008,2025/03/10,1400,ダ,重
3,5,6,カウイラ,牝4,54.0,笹川翼,1:30.3,1.1/2,7,21.7,40.5,大井宗形竹見,433(-8),202544031008,2025/03/10,1400,ダ,重
4,7,10,インヘリタンスエス,牡4,56.0,藤田凌,1:30.3,クビ,2,4.2,39.8,大井堀千亜樹,492(-2),202544031008,2025/03/10,1400,ダ,重
5,4,5,ザムト,牝4,54.0,増田充宏,1:30.3,クビ,11,163.9,39.8,大井高野毅,474(+4),202544031008,2025/03/10,1400,ダ,重
6,4,4,コトブキエース,牡5,56.0,今野忠成,1:30.5,1,6,12.3,40.3,大井渡部則夫,470(-4),202544031008,2025/03/10,1400,ダ,重
7,6,9,ハースファイア,セ7,56.0,町田直希,1:30.6,クビ,5,9.4,40.5,大井栗田泰昌,436(-1),202544031008,2025/03/10,1400,ダ,重
8,5,7,ゲッワイエンタン,牡4,54.0,△谷内貫太,1:30.8,1.1/4,10,101.7,40.1,大井吉井竜一,461(-1),202544031008,2025/03/10,1400,ダ,重
9,7,11,ニシノリピート,牝4,54.0,吉井章,1:30.9,クビ,4,6.3,40.4,大井松浦裕之,454(-9),202544031008,2025/03/10,1400,ダ,重
10,8,13,アエノジャッジ,牡4,56.0,野畑凌,1:31.0,3/4,8,35.6,40.5,大井大宮和也,496(+1),202544031008,2025/03/10,1400,ダ,重
11,1,1,アメアガリ,牝4,54.0,石川駿介,1:31.7,3.1/2,13,221.9,41.6,大井井上弘之,459(-1),202544031008,2025/03/10,1400,ダ,重
12,6,8,レディヴィクトリア,牝7,54.0,矢野貴之,1:32.1,2,3,4.5,41.8,大井納谷和玖,434(+6),202544031008,2025/03/10,1400,ダ,重
13,8,12,ソフィアトート,牝4,54.0,西啓太,1:32.2,クビ,12,180.7,41.2,大井堀千亜樹,421(-1),202544031008,2025/03/10,1400,ダ,重
1,3,3,カーラミーア,牝7,54.0,吉原寛人,1:13.5,,2,3.4,37.9,大井高橋清顕,476(+7),202544031009,2025/03/10,1200,ダ,重
2,2,2,ルーセントスター,牡8,56.0,矢野貴之,1:14.6,5,3,5.1,38.6,大井市村誠,477(-1),202544031009,2025/03/10,1200,ダ,重
3,4,6,ジンステージ,牡5,53.0,▲加藤雄真,1:14.6,アタマ,8,56.7,38.4,大井赤嶺本浩,508(-6),202544031009,2025/03/10,1200,ダ,重
4,7,12,リケアシラヌイ,牡5,56.0,御神本訓,1:14.9,1.1/2,1,2.9,38.2,大井田中正人,463(-4),202544031009,2025/03/10,1200,ダ,重
5,8,13,ライヴフリッパー,牡4,56.0,野畑凌,1:15.3,2,9,87.2,37.7,大井赤嶺本浩,452(0),202544031009,2025/03/10,1200,ダ,重
6,3,4,ダンシングラスカル,牡6,56.0,石川駿介,1:15.4,3/4,4,6.3,39.3,大井納谷和玖,496(-3),202544031009,2025/03/10,1200,ダ,重
7,4,5,カゼノイタズラ,牝4,54.0,達城龍次,1:15.6,3/4,5,8.2,39.1,大井大宮和也,416(+3),202544031009,2025/03/10,1200,ダ,重
8,5,8,キルザサイレンス,牡4,56.0,安藤洋一,1:15.7,クビ,7,30.1,39.9,大井赤嶺亮,485(0),202544031009,2025/03/10,1200,ダ,重
9,8,14,ブラントンアロー,牡4,56.0,今野忠成,1:16.3,3,11,350.5,39.4,大井須田和伸,454(-6),202544031009,2025/03/10,1200,ダ,重
10,5,7,ゼネラルチーター,牡4,56.0,松崎正泰,1:16.3,クビ,12,362.6,39.1,大井須田和伸,439(+2),202544031009,2025/03/10,1200,ダ,重
11,6,9,エルマスフエルテ,牡9,56.0,菅原涼太,1:16.3,ハナ,10,90.3,39.5,大井久保杉隆,484(-2),202544031009,2025/03/10,1200,ダ,重
12,7,11,ビービーバシリス,牝4,54.0,和田譲治,1:16.8,2.1/2,6,15.1,40.3,大井村上頼章,471(-3),202544031009,2025/03/10,1200,ダ,重
13,1,1,バイオレットローズ,牝4,54.0,遠藤健太,1:17.3,2.1/2,13,396.6,39.3,大井佐々木忠,468(+3),202544031009,2025/03/10,1200,ダ,重
取消,6,10,リコータイザン,牡7,56.0,藤本現暉,,,,,,大井荒山勝徳,,202544031009,2025/03/10,1200,ダ,重
1,1,1,アドマイヤエイジア,牡4,56.0,野畑凌,1:56.5,,3,5.8,38.5,大井坂井英光,528(+4),202544031010,2025/03/10,1800,ダ,重
2,6,6,ハッピータイム,牡5,56.0,御神本訓,1:56.6,1/2,5,11.7,38.5,大井福永敏,552(-5),202544031010,2025/03/10,1800,ダ,重
3,3,3,キタサンユニゾン,牡7,56.0,笹川翼,1:56.6,アタマ,1,2.0,38.0,大井米田英世,488(-4),202544031010,2025/03/10,1800,ダ,重
4,5,5,アーススピリット,牡4,56.0,達城龍次,1:56.8,1,4,6.0,38.6,大井納谷和玖,530(+4),202544031010,2025/03/10,1800,ダ,重
5,7,7,レライタム,セ4,56.0,吉原寛人,1:57.1,1.3/4,2,4.8,38.5,大井福田真広,499(-5),202544031010,2025/03/10,1800,ダ,重
6,4,4,センジュ,牡6,56.0,高野誠毅,1:58.5,7,8,28.2,40.1,大井佐々木洋,474(+4),202544031010,2025/03/10,1800,ダ,重
7,2,2,ミエノナイスガイ,牡6,56.0,和田譲治,1:59.1,3,6,16.8,40.5,大井蛯名雄太,481(-7),202544031010,2025/03/10,1800,ダ,重
8,7,8,サンバフレイバー,牝6,54.0,吉井章,1:59.4,1.1/2,7,25.2,40.6,大井月岡健二,465(0),202544031010,2025/03/10,1800,ダ,重
9,8,9,チュイション,牡7,56.0,東原悠善,1:59.5,クビ,10,438.9,40.5,大井赤嶺本浩,503(+1),202544031010,2025/03/10,1800,ダ,重
10,8,10,ワイルドウォリアー,牡4,53.0,▲加藤雄真,2:00.3,4,9,162.5,41.1,大井村上頼章,513(+3),202544031010,2025/03/10,1800,ダ,重
1,8,10,ロードアラビアン,牡6,57.0,吉原寛人,1:26.4,,1,1.2,37.3,大井村上頼章,520(-1),202544031011,2025/03/10,1400,ダ,重
2,2,2,スターオブフェイス,牡6,53.0,△谷内貫太,1:26.9,2.1/2,5,21.3,37.1,大井嶋田幸晴,454(-2),202544031011,2025/03/10,1400,ダ,重
3,6,6,シャークスポット,牡7,57.0,御神本訓,1:27.3,2,4,18.3,37.3,大井橋本和馬,471(-1),202544031011,2025/03/10,1400,ダ,重
4,5,5,フジラプンツェル,牝5,55.0,石川駿介,1:27.7,2,6,24.0,37.1,大井岡野尚光,502(-3),202544031011,2025/03/10,1400,ダ,重
5,1,1,トップアメリカン,牡6,57.0,今野忠成,1:28.1,2,8,74.3,38.3,大井佐宗応和,513(-2),202544031011,2025/03/10,1400,ダ,重
6,7,8,マチカゼ,牡5,57.0,安藤洋一,1:28.3,1,3,11.9,38.8,大井坂井英光,489(+1),202544031011,2025/03/10,1400,ダ,重
7,4,4,グッドウッドガイ,牡6,57.0,笹川翼,1:28.3,クビ,2,5.1,37.9,大井松浦裕之,526(-3),202544031011,2025/03/10,1400,ダ,重
8,7,7,サブノハクタカ,牡7,57.0,西啓太,1:28.5,3/4,9,113.4,38.3,大井鷹見浩,491(-3),202544031011,2025/03/10,1400,ダ,重
9,8,9,ロードバルドル,牡6,56.0,☆鷹見陸,1:29.4,4,10,198.2,39.0,大井橋本和馬,479(-8),202544031011,2025/03/10,1400,ダ,重
10,3,3,ルーンファクター,牡5,57.0,高野誠毅,1:29.7,1.1/2,7,73.1,39.5,大井高橋清顕,458(-14),202544031011,2025/03/10,1400,ダ,重
1,3,3,アベニンスマイル,牡4,56.0,吉井章,1:45.5,,2,2.5,39.4,大井鈴木啓之,529(-3),202544031012,2025/03/10,1650,ダ,重
2,6,8,グロリオサ,牡5,56.0,安藤洋一,1:46.0,2.1/2,7,19.9,39.6,大井渡辺和雄,452(-1),202544031012,2025/03/10,1650,ダ,重
3,8,13,ムサシジェリーナ,牝4,54.0,菅原涼太,1:46.1,3/4,13,339.9,40.0,大井栗田泰昌,493(-2),202544031012,2025/03/10,1650,ダ,重
4,7,10,パレルモ,牡5,56.0,和田譲治,1:46.1,クビ,4,14.4,39.4,大井米田英世,459(-4),202544031012,2025/03/10,1650,ダ,重
5,2,2,ステラデルシエロ,セ5,56.0,西啓太,1:46.4,1.3/4,8,24.9,39.5,大井的場直之,479(-9),202544031012,2025/03/10,1650,ダ,重
6,5,7,アンニンドウフ,牡5,56.0,矢野貴之,1:46.5,クビ,3,9.8,39.6,大井赤嶺本浩,476(-7),202544031012,2025/03/10,1650,ダ,重
7,6,9,ブルズアイ,牡4,56.0,笹川翼,1:46.7,1.1/4,1,2.4,40.3,大井福永敏,558(+4),202544031012,2025/03/10,1650,ダ,重
8,8,12,フルゴリラ,牡8,56.0,仲原大生,1:47.0,1.1/2,11,74.0,40.3,大井辻野豊,541(-2),202544031012,2025/03/10,1650,ダ,重
9,4,5,ソフィアクラウン,牝5,54.0,吉原寛人,1:47.0,ハナ,5,15.8,39.9,大井渡辺和雄,443(-5),202544031012,2025/03/10,1650,ダ,重
10,5,6,リケアミネオラ,牡5,56.0,千田洋,1:47.0,クビ,9,27.7,40.0,大井吉井竜一,426(+3),202544031012,2025/03/10,1650,ダ,重
11,1,1,ブラックピアノ,牡6,56.0,内田利雄,1:47.0,アタマ,6,19.5,40.6,大井佐宗応和,489(+2),202544031012,2025/03/10,1650,ダ,重
12,4,4,ウインコマチ,牝5,54.0,藤田凌,1:47.1,1/2,10,48.7,41.0,大井橋本和馬,453(-1),202544031012,2025/03/10,1650,ダ,重
13,7,11,ロンフォン,牝4,52.0,△谷内貫太,1:49.9,大,12,292.6,42.7,大井月岡健二,437(+3),202544031012,2025/03/10,1650,ダ,重
1,2,2,オニクダイスキマン,牡6,56.0,東原悠善,1:45.4,,10,34.4,40.3,大井佐藤壽,428(+2),202544031101,2025/03/11,1600,ダ,重
2,4,5,ザトウイチ,セ6,56.0,仲原大生,1:45.4,ハナ,13,44.6,39.7,大井嶋田幸晴,505(0),202544031101,2025/03/11,1600,ダ,重
3,1,1,グリーンジェイド,牡6,56.0,遠藤健太,1:45.5,1/2,2,8.5,40.1,大井遠藤茂,483(-1),202544031101,2025/03/11,1600,ダ,重
4,4,6,イケノギャルチャン,牝6,54.0,石川駿介,1:45.7,1,6,18.9,39.7,大井岡野尚光,513(+7),202544031101,2025/03/11,1600,ダ,重
5,5,7,ファインデイ,牝4,54.0,吉井章,1:46.2,2.1/2,3,9.8,40.8,大井松浦裕之,462(+6),202544031101,2025/03/11,1600,ダ,重
6,8,14,マヒナルーサー,牡4,56.0,千田洋,1:46.4,3/4,1,1.5,41.0,大井朝倉実,516(+2),202544031101,2025/03/11,1600,ダ,重
7,8,13,スコッチキルト,牡6,56.0,町田直希,1:46.4,クビ,4,14.3,41.3,大井赤嶺亮,479(+1),202544031101,2025/03/11,1600,ダ,重
8,6,9,ヤマトホープシップ,牝8,54.0,達城龍次,1:46.5,クビ,11,37.9,40.3,大井久保杉隆,470(+8),202544031101,2025/03/11,1600,ダ,重
9,6,10,アルディオール,牡4,55.0,☆鷹見陸,1:46.8,1.1/2,5,17.0,40.6,大井澤佳宏,481(+1),202544031101,2025/03/11,1600,ダ,重
10,7,11,エムオースイート,牝6,54.0,福原杏,1:47.2,2,12,39.5,41.3,大井堀江仁,470(+3),202544031101,2025/03/11,1600,ダ,重
11,3,3,ウォーバックス,セ7,56.0,中村尚平,1:47.6,2,7,23.6,42.5,大井遠藤茂,478(+2),202544031101,2025/03/11,1600,ダ,重
12,7,12,ネオキャンディ,牡6,56.0,今野忠成,1:48.2,3,8,30.9,42.3,大井立花伸,533(+4),202544031101,2025/03/11,1600,ダ,重
13,3,4,シラユリ,牝4,54.0,高野誠毅,1:48.3,1/2,14,147.9,43.0,大井久保杉隆,479(0),202544031101,2025/03/11,1600,ダ,重
14,5,8,コスモロイロ,牡4,56.0,藤田凌,1:48.3,ハナ,9,32.6,43.0,大井橋本和馬,514(+32),202544031101,2025/03/11,1600,ダ,重
1,5,8,ビックプーカオ,セ8,56.0,笹川翼,1:14.7,,1,1.3,38.4,大井辻野豊,497(-7),202544031102,2025/03/11,1200,ダ,重
2,7,11,ゴールデンオージャ,牡7,54.0,△谷内貫太,1:14.7,アタマ,4,15.8,38.3,大井村上頼章,463(-2),202544031102,2025/03/11,1200,ダ,重
3,5,7,バクシーシ,牡5,56.0,菅原涼太,1:15.0,1.1/2,3,6.9,39.1,大井橋本和馬,519(-1),202544031102,2025/03/11,1200,ダ,重
4,7,12,マーナーパス,牡6,56.0,遠藤健太,1:15.2,1.1/4,2,4.9,39.2,大井遠藤茂,463(+1),202544031102,2025/03/11,1200,ダ,重
5,6,9,ザゴート,牝5,54.0,西啓太,1:15.4,1,5,27.3,38.6,大井荒井朋弘,447(+2),202544031102,2025/03/11,1200,ダ,重
6,8,14,ウーロン,牝4,54.0,東原悠善,1:15.6,3/4,10,178.7,38.6,大井佐々木洋,490(0),202544031102,2025/03/11,1200,ダ,重
7,1,1,クインズシリウス,牝4,53.0,☆鷹見陸,1:15.8,1,7,92.6,38.1,大井堀江仁,422(+6),202544031102,2025/03/11,1200,ダ,重
8,4,6,ナックレジェンド,牡7,56.0,高橋昭平,1:15.8,ハナ,9,147.5,38.3,大井立花貢,504(0),202544031102,2025/03/11,1200,ダ,重
9,6,10,フローラルロマンス,牝6,54.0,野畑凌,1:15.9,クビ,6,30.3,38.4,大井田中正人,456(-2),202544031102,2025/03/11,1200,ダ,重
10,3,3,ウィーナーズソング,牡5,56.0,千田洋,1:16.0,1/2,14,328.1,38.5,大井赤嶺本浩,515(-1),202544031102,2025/03/11,1200,ダ,重
11,4,5,ウチョウテン,牡7,56.0,瀬川将輝,1:16.1,3/4,11,204.2,38.0,大井堀千亜樹,470(0),202544031102,2025/03/11,1200,ダ,重
