着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
1,6,12,エスプリアラジン,牡4,56.0,横川怜央,1:15.5,,3,5.9,38.3,大井澤佳宏,513(+3),202244012401,2022/01/24,1200,ダ,良
2,2,4,カメットテソーロ,牡6,56.0,的場文男,1:15.5,クビ,1,2.4,38.9,大井渡部則夫,543(-2),202244012401,2022/01/24,1200,ダ,良
3,3,6,センジュエース,牡6,56.0,藤田凌,1:15.7,1.1/4,4,9.4,38.5,大井佐々木洋,452(0),202244012401,2022/01/24,1200,ダ,良
4,3,5,ファイアリーラヴ,牝4,54.0,安藤洋一,1:15.9,3/4,2,4.0,38.4,大井藤田輝信,474(-8),202244012401,2022/01/24,1200,ダ,良
5,6,11,ブルーフェアリー,牝6,50.0,★神尾香澄,1:16.0,クビ,10,55.6,39.4,大井高岩孝敏,435(+4),202244012401,2022/01/24,1200,ダ,良
6,1,1,モスグリーン,牝4,53.0,☆仲原大生,1:16.2,1,8,20.4,39.3,大井柏木一夫,457(-1),202244012401,2022/01/24,1200,ダ,良
7,8,15,ミスエメラルティエ,牝5,54.0,本田正重,1:16.2,ハナ,9,26.7,38.8,大井松浦裕之,481(-13),202244012401,2022/01/24,1200,ダ,良
8,7,14,アンペルマン,牡7,56.0,西啓太,1:16.2,クビ,6,18.1,39.5,大井堀千亜樹,508(0),202244012401,2022/01/24,1200,ダ,良
9,4,7,シスターダダ,牝5,54.0,江里口裕,1:16.3,1/2,12,118.2,39.2,大井久保杉隆,484(-3),202244012401,2022/01/24,1200,ダ,良
10,5,9,ハナビチャン,牝4,54.0,石川駿介,1:16.8,2.1/2,11,100.2,39.4,大井秋吉和美,458(+2),202244012401,2022/01/24,1200,ダ,良
11,4,8,ブローニュ,牡5,56.0,遠藤健太,1:17.2,2,16,328.1,39.3,大井佐々木忠,497(+3),202244012401,2022/01/24,1200,ダ,良
12,7,13,シスコキッド,牝5,54.0,和田譲治,1:17.4,1.1/4,14,214.1,39.4,大井的場直之,427(+14),202244012401,2022/01/24,1200,ダ,良
13,2,3,アベノカイシンゲキ,牡4,56.0,達城龍次,1:17.5,3/4,15,286.5,39.6,大井櫻木英喜,468(+2),202244012401,2022/01/24,1200,ダ,良
14,5,10,ハロートゥーユー,牝4,53.0,☆篠谷葵,1:17.7,3/4,7,18.4,40.0,大井朝倉実,475(-3),202244012401,2022/01/24,1200,ダ,良
15,1,2,ピーチライヒ,牝5,54.0,町田直希,1:17.8,3/4,13,127.9,40.2,大井高岩孝敏,434(+8),202244012401,2022/01/24,1200,ダ,良
16,8,16,リコーハンリー,牡5,56.0,本橋孝太,1:18.9,5,5,13.6,42.0,大井蛯名雄太,493(+4),202244012401,2022/01/24,1200,ダ,良
1,8,13,サンクスグランパ,セ4,56.0,瀬川将輝,1:31.0,,6,21.9,39.7,大井大宮和也,474(-5),202244012402,2022/01/24,1400,ダ,良
2,2,2,ホウヨウノキセキ,牝6,54.0,遠藤健太,1:31.4,2,2,14.5,41.0,大井遠藤茂,447(+4),202244012402,2022/01/24,1400,ダ,良
3,7,11,レヴィ,牝5,54.0,藤江渉,1:31.9,2.1/2,5,20.2,40.1,大井佐々木忠,459(0),202244012402,2022/01/24,1400,ダ,良
4,6,9,ムサシルピナス,牡4,56.0,石崎駿,1:31.9,アタマ,13,369.4,39.4,大井栗田泰昌,483(+4),202244012402,2022/01/24,1400,ダ,良
5,6,10,オープンリーチ,牡4,56.0,千田洋,1:31.9,ハナ,9,45.8,39.7,大井渡辺和雄,442(-8),202244012402,2022/01/24,1400,ダ,良
6,8,14,ラバテラフルーヴ,牝6,53.0,☆仲原大生,1:32.5,3,4,16.9,40.0,大井朝倉実,463(+3),202244012402,2022/01/24,1400,ダ,良
7,5,8,マロンシャンティ,牝4,51.0,▲菅原涼太,1:32.8,1.1/2,11,298.9,41.6,大井小野寺晋,452(0),202244012402,2022/01/24,1400,ダ,良
8,4,6,バジガクシェリール,牝4,54.0,高野誠毅,1:33.0,1,12,357.4,40.6,大井久保田信,360(0),202244012402,2022/01/24,1400,ダ,良
9,7,12,ララヴァシュラン,牡4,56.0,的場文男,1:33.0,クビ,7,22.5,41.1,高野毅,480(+5),202244012402,2022/01/24,1400,ダ,良
10,1,1,ブラウンフェラン,セ4,56.0,張田昂,1:33.4,2,10,118.2,43.2,大井阪本一栄,474(-2),202244012402,2022/01/24,1400,ダ,良
11,3,4,ロケットマン,牡4,56.0,江里口裕,1:33.7,1.1/2,8,37.7,43.5,大井小野寺晋,485(+2),202244012402,2022/01/24,1400,ダ,良
12,5,7,サンアポロン,牡5,56.0,藤本現暉,1:34.0,1.3/4,3,14.6,42.6,大井吉井竜一,520(+1),202244012402,2022/01/24,1400,ダ,良
中止,3,3,オンヴァガニエ,牡4,56.0,笹川翼,,,1,1.1,,大井中道啓二,542(+2),202244012402,2022/01/24,1400,ダ,良
取消,4,5,リョウランサクセス,牡4,56.0,松崎正泰,,,,,,大井朝倉実,,202244012402,2022/01/24,1400,ダ,良
1,3,3,ラリュヌブランシュ,牝3,54.0,矢野貴之,1:29.6,,1,1.1,38.7,大井森下淳平,459(前計不),202244012403,2022/01/24,1400,ダ,良
2,2,2,エスプリウッディ,牡3,56.0,森泰斗,1:30.1,2.1/2,2,4.6,39.5,大井澤佳宏,505(前計不),202244012403,2022/01/24,1400,ダ,良
3,4,4,エアロストリーム,牡3,56.0,和田譲治,1:31.6,7,3,8.9,40.8,大井的場直之,536(前計不),202244012403,2022/01/24,1400,ダ,良
4,5,5,ヌーヴォレーヴ,牝3,54.0,千田洋,1:31.7,3/4,6,39.6,40.6,大井渡辺和雄,423(前計不),202244012403,2022/01/24,1400,ダ,良
5,1,1,バーロット,牡3,56.0,安藤洋一,1:31.7,クビ,4,28.0,40.6,大井栗田裕光,454(前計不),202244012403,2022/01/24,1400,ダ,良
中止,6,6,マルカンハルカゼ,牡3,56.0,藤田凌,,,5,39.0,,大井佐々木洋,470,202244012403,2022/01/24,1400,ダ,良
1,6,6,クレイモア,セ3,56.0,矢野貴之,1:15.6,,3,6.0,39.8,大井田中正人,479(前計不),202244012404,2022/01/24,1200,ダ,良
2,7,7,ワンダーキッス,牝3,54.0,吉井章,1:15.6,ハナ,6,40.3,39.6,大井鈴木啓之,431(前計不),202244012404,2022/01/24,1200,ダ,良
3,8,9,ナンセイラピッド,牝3,54.0,笹川翼,1:15.9,1.3/4,1,1.4,39.5,大井米田英世,461(前計不),202244012404,2022/01/24,1200,ダ,良
4,1,1,トニージャスティス,牡3,55.0,☆池谷匠翔,1:16.4,2.1/2,8,90.6,39.2,大井高橋清顕,466(前計不),202244012404,2022/01/24,1200,ダ,良
5,5,5,グレートビーナス,牝3,54.0,達城龍次,1:16.4,クビ,2,5.6,40.3,大井的場直之,459(前計不),202244012404,2022/01/24,1200,ダ,良
6,7,8,トップタルマエ,牡3,56.0,山崎良,1:16.4,クビ,4,9.7,39.1,大井橋本和馬,491(前計不),202244012404,2022/01/24,1200,ダ,良
7,2,2,スーパーマルキヤ,牝3,54.0,安藤洋一,1:16.9,2.1/2,5,16.2,40.8,大井藤田輝信,417(前計不),202244012404,2022/01/24,1200,ダ,良
8,4,4,ルクスリベリオン,牝3,54.0,藤本現暉,1:18.0,5,9,112.3,41.6,大井蛯名雄太,402(前計不),202244012404,2022/01/24,1200,ダ,良
9,8,10,バジガクアムール,牡3,56.0,千田洋,1:21.4,大,10,116.3,42.6,大井赤嶺本浩,429(前計不),202244012404,2022/01/24,1200,ダ,良
10,3,3,スマートチャンス,牡3,56.0,岡村健司,1:21.6,1,7,63.8,42.9,大井遠藤茂,477(前計不),202244012404,2022/01/24,1200,ダ,良
1,6,10,ビーザチェンジ,牡6,56.0,岡村健司,1:44.5,,6,8.8,40.7,大井秋吉和美,512(+2),202244012405,2022/01/24,1600,ダ,良
2,1,1,ノルトシュライフェ,牡5,56.0,和田譲治,1:44.5,アタマ,4,6.1,40.7,大井月岡健二,564(-17),202244012405,2022/01/24,1600,ダ,良
3,4,6,スカーレットサクラ,牝6,54.0,矢野貴之,1:44.9,2,1,3.7,40.0,大井藤田輝信,521(+1),202244012405,2022/01/24,1600,ダ,良
4,3,4,キアナポラリス,牝5,54.0,笹川翼,1:45.2,1.1/2,3,5.6,41.0,大井坂井英光,449(-2),202244012405,2022/01/24,1600,ダ,良
5,6,9,キワミイモン,牡5,56.0,達城龍次,1:45.3,1/2,7,18.8,41.4,大井佐宗応和,486(+6),202244012405,2022/01/24,1600,ダ,良
6,3,3,メイショウヤマツミ,牡4,56.0,本田正重,1:45.5,1,9,27.8,41.1,福田真広,531(+6),202244012405,2022/01/24,1600,ダ,良
7,7,11,スパイラルライズ,牡4,56.0,藤本現暉,1:45.7,1,8,20.6,41.7,大井辻野豊,472(+5),202244012405,2022/01/24,1600,ダ,良
8,8,14,シンフェイス,牝5,54.0,横川怜央,1:45.9,1,10,33.7,41.2,大井澤佳宏,460(-1),202244012405,2022/01/24,1600,ダ,良
9,4,5,サウザンマイルズ,牝5,52.0,△古岡勇樹,1:46.1,1.1/4,12,231.9,40.9,大井立花貢,426(+4),202244012405,2022/01/24,1600,ダ,良
10,2,2,シンゼンハッピー,牡5,56.0,安藤洋一,1:46.1,ハナ,5,6.6,41.3,大井中道啓二,522(+6),202244012405,2022/01/24,1600,ダ,良
11,7,12,リチェルカータ,牝5,54.0,西啓太,1:46.6,2.1/2,2,5.0,41.9,大井堀千亜樹,460(+2),202244012405,2022/01/24,1600,ダ,良
12,5,7,ポノ,牝5,54.0,本村直樹,1:46.7,1/2,13,254.1,41.6,大井高岩孝敏,444(+5),202244012405,2022/01/24,1600,ダ,良
13,8,13,サブノスカイ,牝5,51.0,▲菅原涼太,1:47.2,2.1/2,11,154.4,42.4,大井上杉昌宏,453(-1),202244012405,2022/01/24,1600,ダ,良
除外,5,8,ミラキュラスシティ,牝5,54.0,千田洋,,,,,,大井赤嶺亮,,202244012405,2022/01/24,1600,ダ,良
1,4,6,ブールタング,セ4,56.0,西啓太,1:27.9,,1,2.5,40.4,大井坂井英光,520(+12),202244012406,2022/01/24,1400,ダ,良
2,4,5,コハク,牡8,56.0,川島正太,1:28.5,3,6,27.5,39.4,大井辻野豊,479(-1),202244012406,2022/01/24,1400,ダ,良
3,1,1,バレンティーノ,牝7,54.0,和田譲治,1:29.0,2.1/2,3,5.5,40.5,大井須田和伸,452(-5),202244012406,2022/01/24,1400,ダ,良
4,2,2,エスパー,牡5,56.0,千田洋,1:29.9,4,8,48.3,40.2,大井村上頼章,452(-3),202244012406,2022/01/24,1400,ダ,良
5,8,13,シャークシャイニー,セ5,56.0,岡村健司,1:30.1,1.1/4,7,40.7,39.6,大井高岩孝敏,448(-4),202244012406,2022/01/24,1400,ダ,良
6,7,11,エンタイトルド,牝4,54.0,東原悠善,1:30.2,1/2,11,88.6,40.2,大井赤嶺本浩,432(+5),202244012406,2022/01/24,1400,ダ,良
7,5,7,モズフォーナイン,牡5,56.0,本橋孝太,1:30.5,1.1/2,4,9.5,42.4,大井蛯名雄太,474(-4),202244012406,2022/01/24,1400,ダ,良
8,6,9,ヒストリー,牡4,56.0,藤本現暉,1:30.6,1/2,9,66.7,39.4,大井庄子昭彦,472(-4),202244012406,2022/01/24,1400,ダ,良
9,3,3,エクラタン,牝5,54.0,的場文男,1:30.8,1,10,77.9,41.3,大井赤嶺本浩,436(-5),202244012406,2022/01/24,1400,ダ,良
10,8,14,ホープレス,牡5,56.0,中村尚平,1:30.8,アタマ,14,722.1,40.2,大井庄子昭彦,425(+2),202244012406,2022/01/24,1400,ダ,良
11,6,10,カワカミスパーク,牝5,54.0,瀬川将輝,1:30.9,クビ,5,10.6,43.2,大井宮浦正行,469(+6),202244012406,2022/01/24,1400,ダ,良
12,7,12,カラフルライフ,牝4,54.0,達城龍次,1:31.6,3.1/2,12,219.9,41.2,大井吉井竜一,416(-22),202244012406,2022/01/24,1400,ダ,良
13,5,8,ジェラスヒーロー,牡4,56.0,山林堂信,1:31.8,3/4,13,557.1,42.9,大井嶋田幸晴,473(+2),202244012406,2022/01/24,1400,ダ,良
14,3,4,ラフィヌモン,牝5,54.0,矢野貴之,1:32.6,4,2,2.8,44.9,大井鈴木啓之,473(-1),202244012406,2022/01/24,1400,ダ,良
1,6,9,プロスペロ,牡5,56.0,西啓太,1:14.4,,2,3.2,38.2,大井福永敏,514(+4),202244012407,2022/01/24,1200,ダ,良
2,8,13,ブリリアントパーク,牝4,54.0,安藤洋一,1:15.2,4,1,2.4,38.6,大井藤田輝信,480(-2),202244012407,2022/01/24,1200,ダ,良
3,7,11,リタ,牝5,54.0,横川怜央,1:15.4,1.1/4,7,64.1,39.0,大井澤佳宏,449(+5),202244012407,2022/01/24,1200,ダ,良
4,5,7,エンゼルキッズ,牝6,54.0,笹川翼,1:16.0,3,3,3.7,38.3,大井森下淳平,480(+3),202244012407,2022/01/24,1200,ダ,良
5,7,12,ドラゴンスローン,セ5,53.0,▲菅原涼太,1:16.0,クビ,5,16.0,38.8,大井福永敏,509(-4),202244012407,2022/01/24,1200,ダ,良
6,4,6,マラドーナ,牡4,56.0,達城龍次,1:16.1,クビ,6,26.9,37.9,大井嶋田幸晴,480(-3),202244012407,2022/01/24,1200,ダ,良
7,2,2,マオノルカン,牡4,56.0,加藤和博,1:16.3,1.1/4,10,217.6,39.4,大井橋本和馬,454(-6),202244012407,2022/01/24,1200,ダ,良
8,1,1,コエミ,牝5,54.0,千田洋,1:16.4,クビ,8,64.2,39.1,大井赤嶺亮,419(-2),202244012407,2022/01/24,1200,ダ,良
9,3,3,コズモポリス,牝4,54.0,矢野貴之,1:16.4,クビ,4,8.4,39.3,大井鷹見浩,428(+2),202244012407,2022/01/24,1200,ダ,良
10,4,5,イチゴショート,牝4,54.0,山崎良,1:16.5,1/2,11,342.2,38.7,大井小野寺晋,419(+1),202244012407,2022/01/24,1200,ダ,良
11,3,4,ファイナンス,牡8,56.0,東原悠善,1:16.5,アタマ,13,574.8,38.7,大井佐藤壽,495(-13),202244012407,2022/01/24,1200,ダ,良
12,8,14,コーゲンゲッカ,牝5,54.0,瀬川将輝,1:16.6,1/2,12,479.7,39.7,大井井上弘之,462(+21),202244012407,2022/01/24,1200,ダ,良
13,5,8,ブラウンアイズ,牝5,54.0,吉井章,1:17.0,2,9,108.4,39.0,大井櫻木英喜,540(+9),202244012407,2022/01/24,1200,ダ,良
14,6,10,ラストリスリン,牝4,53.0,☆仲原大生,1:17.7,3.1/2,14,870.4,40.2,大井柏木一夫,422(+4),202244012407,2022/01/24,1200,ダ,良
1,5,8,ハデスキーパー,牡4,56.0,森泰斗,1:43.4,,1,2.5,39.3,大井堀千亜樹,497(+1),202244012408,2022/01/24,1600,ダ,良
2,6,9,ホッコーマイサン,牡4,56.0,和田譲治,1:43.4,クビ,2,3.6,39.4,大井松浦裕之,491(-1),202244012408,2022/01/24,1600,ダ,良
3,5,7,サンダースピアー,牡4,56.0,御神本訓,1:43.7,1.1/2,6,16.4,39.8,大井渡辺和雄,520(+8),202244012408,2022/01/24,1600,ダ,良
4,7,11,フルゴリラ,牡5,56.0,岡村健司,1:43.9,1,5,12.0,38.9,大井辻野豊,558(+3),202244012408,2022/01/24,1600,ダ,良
5,6,10,ダイレクトフライト,牡6,56.0,笹川翼,1:44.1,1,3,4.5,39.5,大井高橋清顕,476(+1),202244012408,2022/01/24,1600,ダ,良
6,2,2,ジャックアバンティ,牡5,56.0,今野忠成,1:44.4,1.1/2,12,123.1,40.3,大井立花伸,483(-1),202244012408,2022/01/24,1600,ダ,良
7,3,3,プナヘレ,牡4,56.0,横川怜央,1:44.7,1.3/4,11,117.7,40.1,大井的場直之,483(+2),202244012408,2022/01/24,1600,ダ,良
8,1,1,レーベンレジェンダ,牡5,56.0,的場文男,1:44.9,1,4,8.3,40.4,大井納谷和玖,518(+4),202244012408,2022/01/24,1600,ダ,良
9,8,14,ヤクモ,牡4,56.0,張田昂,1:44.9,クビ,7,29.3,39.9,大井阪本一栄,505(-1),202244012408,2022/01/24,1600,ダ,良
10,3,4,ゲンキチヤマト,牡9,56.0,本田正重,1:45.2,1.3/4,8,49.4,40.9,大井藤田輝信,484(-1),202244012408,2022/01/24,1600,ダ,良
11,4,6,オット,牡5,56.0,東原悠善,1:45.3,1/2,9,58.9,40.3,大井久保田信,424(+4),202244012408,2022/01/24,1600,ダ,良
12,4,5,バルバトス,牡4,56.0,藤本現暉,1:45.9,3,14,531.6,41.4,大井辻野豊,535(+7),202244012408,2022/01/24,1600,ダ,良
13,7,12,タンジロー,牡4,56.0,西啓太,1:46.7,4,13,292.5,41.9,大井堀江仁,491(+3),202244012408,2022/01/24,1600,ダ,良
14,8,13,ビッグタイマー,牡4,53.0,▲菅原涼太,1:47.5,4,10,100.3,43.5,大井堀千亜樹,482(+11),202244012408,2022/01/24,1600,ダ,良
1,1,1,シーロンシャン,牝4,54.0,御神本訓,1:13.5,,4,7.0,38.8,大井村上頼章,486(+12),202244012409,2022/01/24,1200,ダ,良
2,8,14,サワヤカプリンス,牡5,56.0,本田正重,1:13.9,2,3,6.7,38.6,大井渡辺和雄,516(-3),202244012409,2022/01/24,1200,ダ,良
3,2,3,ラルムオブダリア,牝4,51.0,▲菅原涼太,1:14.1,3/4,9,27.0,38.5,大井鷹見浩,471(+2),202244012409,2022/01/24,1200,ダ,良
4,4,6,カヴァス,セ5,56.0,東原悠善,1:14.3,1,10,33.4,39.0,大井赤嶺本浩,507(+25),202244012409,2022/01/24,1200,ダ,良
5,3,4,ニシノアクシス,牡5,56.0,安藤洋一,1:14.6,1.1/2,1,2.9,38.4,市村誠,496(+4),202244012409,2022/01/24,1200,ダ,良
6,7,12,ガビーズスピリット,牡4,56.0,今野忠成,1:14.7,1/2,7,16.4,38.3,大井須田和伸,513(+2),202244012409,2022/01/24,1200,ダ,良
7,5,9,サブノドリーム,牝4,54.0,西啓太,1:14.7,アタマ,6,12.6,38.6,大井堀千亜樹,460(-1),202244012409,2022/01/24,1200,ダ,良
8,4,7,ジェイケイワールド,牡5,56.0,的場文男,1:15.5,4,2,3.8,39.7,大井納谷和玖,483(+4),202244012409,2022/01/24,1200,ダ,良
9,8,15,ノブナガ,牡4,56.0,横川怜央,1:15.6,3/4,12,239.5,38.5,大井澤佳宏,496(+1),202244012409,2022/01/24,1200,ダ,良
10,6,11,ツルマルハナコ,牝4,54.0,山崎誠士,1:15.7,クビ,11,102.6,39.2,大井栗田裕光,442(-5),202244012409,2022/01/24,1200,ダ,良
11,2,2,センナリ,セ4,56.0,町田直希,1:15.7,クビ,8,24.8,40.2,大井佐野謙二,471(-2),202244012409,2022/01/24,1200,ダ,良
12,3,5,リゾートタイム,牝4,54.0,達城龍次,1:15.8,クビ,5,10.3,39.9,大井鈴木啓之,465(+1),202244012409,2022/01/24,1200,ダ,良
13,6,10,コンチアルテミシア,牝4,53.0,☆篠谷葵,1:16.2,2,15,528.1,38.8,大井栗田裕光,470(-2),202244012409,2022/01/24,1200,ダ,良
14,7,13,アリスパレス,牝4,54.0,吉井章,1:16.6,2,13,406.5,38.6,大井嶋田幸晴,457(+22),202244012409,2022/01/24,1200,ダ,良
15,5,8,ウォーバックス,牡4,56.0,石川駿介,1:18.2,8,14,447.7,40.0,大井高橋清顕,485(+8),202244012409,2022/01/24,1200,ダ,良
1,1,1,ティアラフォーカス,牡3,56.0,和田譲治,1:14.0,,1,2.1,38.9,大井宗形竹見,530(0),202244012410,2022/01/24,1200,ダ,良
2,7,8,スタースタイル,牝3,54.0,森泰斗,1:14.2,1,2,3.2,39.0,大井井上弘之,483(-1),202244012410,2022/01/24,1200,ダ,良
3,8,10,ビリーヴホース,牡3,56.0,岡村健司,1:14.3,1/2,8,61.6,37.8,市村誠,436(+5),202244012410,2022/01/24,1200,ダ,良
4,7,9,エスポワールガイ,牡3,57.0,笹川翼,1:14.5,1,3,4.9,37.4,市村誠,484(0),202244012410,2022/01/24,1200,ダ,良
5,6,6,ローレンスター,牡3,56.0,加藤和博,1:14.5,アタマ,10,274.0,38.6,大井堀江仁,495(-3),202244012410,2022/01/24,1200,ダ,良
6,8,11,ポッドヘイロー,牡3,56.0,矢野貴之,1:14.5,クビ,5,13.0,39.0,大井鈴木啓之,477(-2),202244012410,2022/01/24,1200,ダ,良
7,6,7,トップアメリカン,牡3,53.0,▲菅原涼太,1:14.8,1.3/4,9,216.0,38.0,大井佐宗応和,501(+9),202244012410,2022/01/24,1200,ダ,良
8,2,2,スイングステート,牡3,56.0,本田正重,1:14.9,クビ,4,9.7,37.9,大井坂井英光,549(0),202244012410,2022/01/24,1200,ダ,良
9,5,5,サブノリョウマ,牡3,57.0,張田昂,1:15.0,3/4,6,23.0,38.2,大井阪本一栄,453(0),202244012410,2022/01/24,1200,ダ,良
10,3,3,ヒノカミカグラ,牝3,54.0,町田直希,1:15.1,クビ,7,32.1,39.6,大井鷹見浩,486(-3),202244012410,2022/01/24,1200,ダ,良
11,4,4,タイシロンブレード,牡3,56.0,達城龍次,1:15.4,1.1/2,11,322.8,40.0,大井月岡健二,476(-7),202244012410,2022/01/24,1200,ダ,良
1,5,9,マグナレガーロ,牡7,57.0,森泰斗,2:07.2,,1,1.4,38.8,大井藤田輝信,512(+6),202244012411,2022/01/24,2000,ダ,良
2,1,1,サンビュート,セ5,57.0,笹川翼,2:09.4,大,2,4.3,40.4,福田真広,501(-7),202244012411,2022/01/24,2000,ダ,良
3,6,11,ラプラス,牡6,55.0,矢野貴之,2:09.6,1.1/4,5,18.7,39.8,大井藤田輝信,514(+2),202244012411,2022/01/24,2000,ダ,良
4,4,7,ニッポンテイオー,牡7,55.0,酒井忍,2:09.8,1,3,14.7,39.8,船橋矢野義幸,488(+2),202244012411,2022/01/24,2000,ダ,良
5,7,12,マイネルアーリー,牡7,57.0,江里口裕,2:09.9,クビ,9,77.3,41.7,大井鷹見浩,551(+6),202244012411,2022/01/24,2000,ダ,良
6,3,5,マースインディ,牡7,57.0,張田昂,2:10.3,2,11,145.2,40.0,大井阪本一栄,478(+5),202244012411,2022/01/24,2000,ダ,良
7,8,15,マコトガラハッド,セ9,57.0,御神本訓,2:10.5,3/4,10,96.5,41.0,船橋川島正一,513(+20),202244012411,2022/01/24,2000,ダ,良
8,5,8,ハンメルフェスト,牡5,55.0,吉井章,2:11.0,2.1/2,8,60.7,40.1,大井吉井竜一,570(+18),202244012411,2022/01/24,2000,ダ,良
9,7,13,チチブリュウセイ,牡8,55.0,本田正重,2:11.4,2,13,154.4,40.4,大井立花伸,539(+13),202244012411,2022/01/24,2000,ダ,良
10,4,6,キャノンバローズ,セ6,57.0,今野忠成,2:11.5,1/2,4,17.9,43.3,大井福永敏,457(-1),202244012411,2022/01/24,2000,ダ,良
11,6,10,バラックパリンカ,セ6,57.0,西啓太,2:11.5,ハナ,15,402.2,42.2,船橋新井清重,435(-2),202244012411,2022/01/24,2000,ダ,良
12,2,2,メイショウマトイ,牡8,57.0,和田譲治,2:11.5,ハナ,7,46.6,40.4,大井宗形竹見,507(+5),202244012411,2022/01/24,2000,ダ,良
13,8,14,アドマイヤスコール,セ6,57.0,川島正太,2:12.5,5,12,148.3,42.0,大井月岡健二,484(-4),202244012411,2022/01/24,2000,ダ,良
14,3,4,ストラトフォード,牝6,53.0,藤本現暉,2:13.0,2.1/2,6,23.3,43.8,大井米田英世,494(-12),202244012411,2022/01/24,2000,ダ,良
15,2,3,エイシンスレイマン,牡8,57.0,岡村健司,2:13.3,1.1/2,14,238.4,43.3,大井辻野豊,488(+6),202244012411,2022/01/24,2000,ダ,良
1,2,2,ステリファラス,牡7,56.0,矢野貴之,1:55.4,,4,5.3,38.8,福田真広,492(-6),202244012412,2022/01/24,1800,ダ,良
2,3,3,リンガスウォリアー,牡5,56.0,今野忠成,1:55.8,2,2,3.4,39.8,大井松浦裕之,487(+4),202244012412,2022/01/24,1800,ダ,良
3,4,4,ポルトドレーヴ,セ9,56.0,石崎駿,1:56.0,3/4,7,53.6,39.1,大井栗田泰昌,471(+8),202244012412,2022/01/24,1800,ダ,良
4,1,1,バルドダンサー,牡5,56.0,張田昂,1:56.3,1.3/4,9,101.6,40.0,大井三坂盛雄,482(+7),202244012412,2022/01/24,1800,ダ,良
5,6,6,ジェイケイエース,牡6,56.0,的場文男,1:56.3,アタマ,6,51.5,39.9,大井中道啓二,532(0),202244012412,2022/01/24,1800,ダ,良
6,7,9,スピンドクター,セ7,56.0,森泰斗,1:56.5,1,5,5.5,40.4,大井田中正人,479(-2),202244012412,2022/01/24,1800,ダ,良
7,7,8,コウエイスーシェフ,セ7,56.0,町田直希,1:57.0,2.1/2,3,4.9,40.3,福田真広,484(+3),202244012412,2022/01/24,1800,ダ,良
8,8,11,オウケンスターダム,牡8,56.0,吉井章,1:58.0,5,11,314.8,40.3,大井嶋田幸晴,490(+5),202244012412,2022/01/24,1800,ダ,良
9,8,10,マイネルエキサイト,牡6,56.0,遠藤健太,1:59.7,8,10,261.1,43.5,大井村上頼章,503(+12),202244012412,2022/01/24,1800,ダ,良
10,6,7,ゴールドディザイア,牡7,56.0,本橋孝太,2:03.7,大,8,59.8,46.0,船橋矢野義幸,528(+1),202244012412,2022/01/24,1800,ダ,良
中止,5,5,シンアンドケン,牡7,56.0,笹川翼,,,1,3.1,,大井佐宗応和,504(+3),202244012412,2022/01/24,1800,ダ,良
1,6,12,フレディバローズ,牡4,56.0,矢野貴之,1:13.5,,2,3.2,38.3,大井福永敏,484(-4),202244012501,2022/01/25,1200,ダ,良
2,8,16,ランペロニキ,牡4,56.0,森泰斗,1:14.0,2.1/2,1,1.5,38.5,大井田中正人,520(-14),202244012501,2022/01/25,1200,ダ,良
3,1,2,グリーンフラッシュ,牝4,54.0,安藤洋一,1:15.2,6,3,12.5,38.1,大井米田英世,463(-6),202244012501,2022/01/25,1200,ダ,良
4,5,9,ツカサ,セ4,56.0,山本聡紀,1:15.2,アタマ,7,70.6,39.5,大井嶋田幸晴,482(-13),202244012501,2022/01/25,1200,ダ,良
5,6,11,ノーブルフューチャ,牝6,54.0,吉井章,1:15.2,アタマ,11,196.8,39.2,大井月岡健二,478(+11),202244012501,2022/01/25,1200,ダ,良
6,8,15,ロイヤルピンク,牝8,54.0,岡村健司,1:15.3,クビ,12,377.6,39.2,大井秋吉和美,444(-3),202244012501,2022/01/25,1200,ダ,良
7,5,10,ロッツオブハピネス,牝4,54.0,横川怜央,1:15.5,1.1/4,14,506.5,40.2,大井吉井竜一,461(+2),202244012501,2022/01/25,1200,ダ,良
8,4,7,カズノマンゲツ,牝5,54.0,石川駿介,1:15.7,3/4,9,164.1,39.2,大井納谷和玖,443(-1),202244012501,2022/01/25,1200,ダ,良
9,3,6,パワポケロワージ,牡7,56.0,的場文男,1:15.8,1/2,4,13.4,39.5,大井赤嶺本浩,481(-5),202244012501,2022/01/25,1200,ダ,良
10,2,4,アンジュールレーヌ,牝4,54.0,藤田凌,1:15.8,ハナ,8,148.8,39.0,大井中道啓二,461(+4),202244012501,2022/01/25,1200,ダ,良
11,1,1,アナハ,牝5,54.0,遠藤健太,1:16.0,1.1/4,13,495.0,38.5,大井遠藤茂,393(-3),202244012501,2022/01/25,1200,ダ,良
12,4,8,チムニースイーパー,牡7,53.0,▲菅原涼太,1:16.0,アタマ,10,171.0,39.1,大井柏木一夫,435(+4),202244012501,2022/01/25,1200,ダ,良
13,3,5,ネオペトリコール,牝4,54.0,瀬川将輝,1:16.2,1,15,999.9,39.0,大井佐々木洋,407(+1),202244012501,2022/01/25,1200,ダ,良
