着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
4,6,12,ギガキング,牡4,57.0,和田譲治,1:52.4,1/2,4,9.4,38.5,船橋稲益貴弘,476(+1),202244120811,2022/12/08,1800,ダ,不
5,5,9,スワーヴアラミス,牡7,59.0,真島大輔,1:52.5,1/2,10,28.6,38.2,大井荒山勝徳,502(0),202244120811,2022/12/08,1800,ダ,不
6,2,4,タイムフライヤー,牡7,57.0,森泰斗,1:52.5,クビ,7,13.7,38.4,大井村上頼章,492(+18),202244120811,2022/12/08,1800,ダ,不
7,7,14,カイル,牡3,55.0,町田直希,1:52.9,2,13,62.5,38.8,浦和小久保智,483(+15),202244120811,2022/12/08,1800,ダ,不
8,7,13,コズミックフォース,牡7,58.0,石崎駿,1:53.3,2,11,52.2,39.5,大井藤田輝信,473(+7),202244120811,2022/12/08,1800,ダ,不
9,1,1,ミヤギザオウ,牡3,55.0,本田正重,1:53.5,1,3,7.5,39.2,大井森下淳平,513(+5),202244120811,2022/12/08,1800,ダ,不
10,5,10,ゴールドホイヤー,牡5,58.0,山崎誠士,1:53.6,1/2,5,9.5,40.0,川崎岩本洋,498(+6),202244120811,2022/12/08,1800,ダ,不
11,1,2,アランバローズ,牡4,57.0,笹川翼,1:53.6,アタマ,2,3.9,40.1,船橋林正人,455(0),202244120811,2022/12/08,1800,ダ,不
12,4,7,ショットメーカー,牡3,53.0,藤本現暉,1:53.6,ハナ,9,22.5,39.3,船橋張田京,550(+7),202244120811,2022/12/08,1800,ダ,不
13,6,11,マムティキング,牡6,57.0,西啓太,1:53.8,3/4,15,234.7,39.3,大井荒井朋弘,475(+1),202244120811,2022/12/08,1800,ダ,不
14,8,15,キタノオクトパス,牡5,57.0,張田昂,1:53.9,1/2,6,10.6,39.8,船橋張田京,580(-4),202244120811,2022/12/08,1800,ダ,不
15,3,6,ストライクイーグル,牡9,57.0,今野忠成,1:54.0,3/4,16,308.5,39.2,大井藤田輝信,499(-6),202244120811,2022/12/08,1800,ダ,不
16,3,5,パストーソ,牡4,57.0,達城龍次,1:54.6,3,14,143.4,39.9,大井月岡健二,507(+8),202244120811,2022/12/08,1800,ダ,不
1,7,7,アベニンドリーム,牡5,57.0,今野忠成,1:40.6,,9,44.4,39.2,大井荒山勝徳,509(-5),202244120812,2022/12/08,1600,ダ,不
2,3,3,ソッサスブレイ,セ8,57.0,山崎誠士,1:40.8,1,2,3.9,37.6,船橋山本学,459(-3),202244120812,2022/12/08,1600,ダ,不
3,2,2,リコーシーウルフ,牡5,57.0,真島大輔,1:40.8,アタマ,1,2.9,39.4,大井荒山勝徳,511(0),202244120812,2022/12/08,1600,ダ,不
4,1,1,ネオブレイブ,牡6,57.0,本橋孝太,1:41.4,3,6,14.0,38.5,大井米田英世,516(-4),202244120812,2022/12/08,1600,ダ,不
5,8,8,レコンキスタ,牡8,55.0,達城龍次,1:41.6,1,8,37.0,39.2,大井鈴木啓之,516(+2),202244120812,2022/12/08,1600,ダ,不
6,4,4,スターライトブルー,牡8,55.0,森泰斗,1:41.8,1,3,5.1,40.3,大井藤田輝信,505(-7),202244120812,2022/12/08,1600,ダ,不
7,5,5,モズダッシュスター,牡6,55.0,和田譲治,1:42.2,2,5,9.2,39.7,大井松浦裕之,518(0),202244120812,2022/12/08,1600,ダ,不
8,8,9,サブノハクタカ,牡4,57.0,町田直希,1:42.3,クビ,4,5.7,40.5,大井鷹見浩,482(-1),202244120812,2022/12/08,1600,ダ,不
9,6,6,ソプラドール,牝5,55.0,本田正重,1:43.3,5,7,17.8,38.9,大井堀千亜樹,494(-5),202244120812,2022/12/08,1600,ダ,不
1,3,3,パワフルヴォイス,牡7,56.0,千田洋,1:42.9,,1,3.0,40.1,大井高橋清顕,525(+10),202244120901,2022/12/09,1600,ダ,重
2,1,1,ヤマトディオーサ,牝8,54.0,吉井章,1:43.3,2,3,5.6,40.3,大井久保杉隆,442(+2),202244120901,2022/12/09,1600,ダ,重
3,7,9,ワールドナカヤマ,牝4,54.0,矢野貴之,1:43.8,2.1/2,5,8.5,40.7,大井月岡健二,392(-17),202244120901,2022/12/09,1600,ダ,重
4,2,2,サムライランナー,牡4,56.0,江里口裕,1:43.9,1/2,8,20.6,41.3,大井鷹見浩,492(-11),202244120901,2022/12/09,1600,ダ,重
5,4,4,エクラタン,牝5,51.0,▲谷内貫太,1:44.1,3/4,12,354.2,41.3,大井赤嶺本浩,426(-8),202244120901,2022/12/09,1600,ダ,重
6,6,7,ドリームポルックス,牝4,54.0,達城龍次,1:44.2,3/4,9,23.1,40.8,大井藤田輝信,462(-9),202244120901,2022/12/09,1600,ダ,重
7,5,6,サブノスカイ,牝5,52.0,△菅原涼太,1:44.4,3/4,11,134.4,41.8,大井上杉昌宏,454(+4),202244120901,2022/12/09,1600,ダ,重
8,5,5,デンショウロイヤル,牡4,55.0,☆古岡勇樹,1:44.6,3/4,7,18.5,40.8,大井遠藤茂,488(+6),202244120901,2022/12/09,1600,ダ,重
9,7,10,サウザンマイルズ,牝5,52.0,△新原周馬,1:45.1,2.1/2,10,98.5,42.1,大井立花貢,430(+4),202244120901,2022/12/09,1600,ダ,重
10,8,11,モリデンカイドウ,牡4,56.0,藤田凌,1:45.2,1/2,2,3.7,42.6,大井蛯名雄太,513(+3),202244120901,2022/12/09,1600,ダ,重
11,8,12,ヤマタノオロチ,牡4,56.0,笹川翼,1:45.8,3,4,7.3,43.2,大井鷹見浩,517(-6),202244120901,2022/12/09,1600,ダ,重
12,6,8,ジニアズウィッシュ,牝6,54.0,本村直樹,1:47.0,6,6,17.1,44.2,大井高岩孝敏,479(+7),202244120901,2022/12/09,1600,ダ,重
1,4,7,ササノユキオルフェ,セ7,56.0,東原悠善,1:13.7,,5,17.1,37.5,大井佐々木洋,499(+10),202244120902,2022/12/09,1200,ダ,重
2,1,2,アルマザッハーク,牡5,56.0,岡村健司,1:14.0,1.3/4,1,1.6,37.4,大井橋本和馬,506(+2),202244120902,2022/12/09,1200,ダ,重
3,7,14,マリーナフレイバー,牝4,52.0,△野畑凌,1:14.5,2.1/2,12,102.6,37.0,大井月岡健二,423(+5),202244120902,2022/12/09,1200,ダ,重
4,6,12,セナッキー,牝4,54.0,福原杏,1:14.5,ハナ,15,221.1,37.9,大井渡辺和雄,473(-3),202244120902,2022/12/09,1200,ダ,重
5,8,15,スモモモモモモモモ,牝4,54.0,町田直希,1:14.5,クビ,11,102.1,37.8,大井櫻木英喜,425(0),202244120902,2022/12/09,1200,ダ,重
6,4,8,トレンブラン,牝4,54.0,笹川翼,1:14.5,アタマ,2,3.7,37.4,大井福永敏,443(-2),202244120902,2022/12/09,1200,ダ,重
7,6,11,トラビエーソ,牝5,53.0,☆仲原大生,1:14.7,1,9,61.0,38.4,大井辻野豊,464(+1),202244120902,2022/12/09,1200,ダ,重
8,3,6,マグレ,牝6,51.0,▲谷内貫太,1:14.7,ハナ,10,75.6,37.3,大井庄子昭彦,461(+4),202244120902,2022/12/09,1200,ダ,重
9,5,10,ロマンエクスプレス,牡4,56.0,藤本現暉,1:14.8,クビ,16,288.2,37.4,大井朝倉実,515(+1),202244120902,2022/12/09,1200,ダ,重
10,8,16,ハルノマリーナ,牝5,53.0,☆池谷匠翔,1:15.0,1,4,12.3,38.5,大井遠藤茂,483(0),202244120902,2022/12/09,1200,ダ,重
11,1,1,イチゴショート,牝4,51.0,▲田中洸多,1:15.1,1/2,14,156.4,37.9,大井小野寺晋,416(-1),202244120902,2022/12/09,1200,ダ,重
12,5,9,プレパレンセ,牝5,52.0,△新原周馬,1:15.1,ハナ,6,19.0,38.2,大井月岡健二,450(-16),202244120902,2022/12/09,1200,ダ,重
13,3,5,テセウスフォンテン,牡4,56.0,瀬川将輝,1:15.2,1/2,13,115.8,37.6,大井井上弘之,466(+4),202244120902,2022/12/09,1200,ダ,重
14,2,4,センジュエース,牡6,56.0,藤田凌,1:15.2,ハナ,3,11.5,38.6,大井佐々木洋,449(0),202244120902,2022/12/09,1200,ダ,重
15,7,13,マイネルビーラヴド,牡7,56.0,石崎駿,1:15.3,クビ,7,46.4,38.3,大井栗田泰昌,486(+1),202244120902,2022/12/09,1200,ダ,重
16,2,3,ツカサ,セ4,56.0,山本聡紀,1:16.2,4,8,46.8,39.3,大井嶋田幸晴,482(-3),202244120902,2022/12/09,1200,ダ,重
1,1,1,フジコチャン,牝2,54.0,森泰斗,1:41.9,,1,1.2,38.6,大井荒山勝徳,482(+2),202244120903,2022/12/09,1600,ダ,重
2,3,3,ビーチアネラ,牝2,55.0,和田譲治,1:42.5,3,2,5.4,39.0,大井的場直之,490(0),202244120903,2022/12/09,1600,ダ,重
3,4,4,ドラケン,牡2,55.0,西啓太,1:43.0,2.1/2,6,46.6,39.4,大井堀千亜樹,470(+13),202244120903,2022/12/09,1600,ダ,重
4,7,7,ワイズゴールド,牝2,55.0,張田昂,1:43.1,1/2,7,49.1,39.7,市村誠,431(+3),202244120903,2022/12/09,1600,ダ,重
5,2,2,サワーキャンディー,牝2,54.0,本田正重,1:43.3,1,5,38.9,39.5,大井阪本一栄,455(+3),202244120903,2022/12/09,1600,ダ,重
6,8,9,ハナノウタ,牝2,55.0,藤本現暉,1:43.7,2,3,9.3,40.3,大井阪本一栄,468(-6),202244120903,2022/12/09,1600,ダ,重
7,5,5,ウバリ,牝2,53.0,△菅原涼太,1:44.8,5,4,10.5,41.1,大井堀千亜樹,432(+10),202244120903,2022/12/09,1600,ダ,重
8,6,6,ラヴラブクロフネ,牝2,54.0,藤田凌,1:45.4,3,9,154.3,42.0,大井荒井朋弘,476(-3),202244120903,2022/12/09,1600,ダ,重
9,8,10,コパノモナルカ,牝2,54.0,今野忠成,1:48.1,大,8,142.0,44.5,大井赤嶺亮,466(-12),202244120903,2022/12/09,1600,ダ,重
取消,7,8,ケンマキシム,牡2,55.0,矢野貴之,,,,,,大井高橋清顕,,202244120903,2022/12/09,1600,ダ,重
1,7,11,オピニオンリーダー,牡2,55.0,矢野貴之,1:13.6,,2,3.6,37.5,大井澤佳宏,462(+2),202244120904,2022/12/09,1200,ダ,重
2,3,3,エアポートライナー,牡2,55.0,笹川翼,1:14.0,2,1,3.0,38.6,大井嶋田幸晴,557(+7),202244120904,2022/12/09,1200,ダ,重
3,7,12,ヤマノリッチ,牝2,54.0,的場文男,1:14.2,1.1/4,12,88.5,38.8,大井佐々木洋,475(+3),202244120904,2022/12/09,1200,ダ,重
4,4,5,ボルドートロギル,牡2,56.0,岡村健司,1:14.2,ハナ,3,4.8,37.8,大井赤嶺本浩,435(-3),202244120904,2022/12/09,1200,ダ,重
5,5,8,ランプロン,牡2,55.0,藤本現暉,1:14.2,クビ,11,53.8,37.8,大井赤嶺本浩,493(-3),202244120904,2022/12/09,1200,ダ,重
6,6,9,エイシンテラ,牝2,55.0,本橋孝太,1:14.3,1/2,9,50.5,37.1,大井藤田輝信,455(+5),202244120904,2022/12/09,1200,ダ,重
7,8,13,ルックアップ,牡2,56.0,御神本訓,1:15.2,4,6,13.3,39.0,大井橋本和馬,491(+5),202244120904,2022/12/09,1200,ダ,重
8,3,4,サヤオンニ,牝2,52.0,△菅原涼太,1:15.2,クビ,7,31.5,38.5,大井堀千亜樹,425(-7),202244120904,2022/12/09,1200,ダ,重
9,2,2,ツルノオンガエシ,牡2,56.0,町田直希,1:15.3,1/2,13,95.0,39.2,大井小野寺晋,468(+1),202244120904,2022/12/09,1200,ダ,重
10,5,7,コロロア,牝2,54.0,山崎誠士,1:15.6,1.1/2,10,51.8,38.7,大井福永敏,413(-3),202244120904,2022/12/09,1200,ダ,重
11,6,10,ラブリーヨシノ,牡2,55.0,達城龍次,1:15.6,アタマ,5,10.3,38.9,大井荒井朋弘,431(-1),202244120904,2022/12/09,1200,ダ,重
12,8,14,スタープレジデント,牡2,55.0,森泰斗,1:15.6,ハナ,4,7.8,39.8,市村誠,486(-3),202244120904,2022/12/09,1200,ダ,重
13,1,1,アエリアン,牡2,55.0,和田譲治,1:16.9,6,8,35.9,40.5,大井赤嶺亮,507(+7),202244120904,2022/12/09,1200,ダ,重
14,4,6,トニープリンス,牡2,55.0,石川駿介,1:17.1,1,14,195.1,41.1,大井高橋清顕,463(-5),202244120904,2022/12/09,1200,ダ,重
1,7,12,ラムリケティ,牝3,54.0,安藤洋一,1:28.4,,10,86.1,37.8,大井松浦裕之,373(+3),202244120905,2022/12/09,1400,ダ,重
2,5,7,イーサンアイ,牡3,56.0,笹川翼,1:28.4,クビ,2,4.0,36.9,大井荒山勝徳,463(-4),202244120905,2022/12/09,1400,ダ,重
3,2,2,ネオアビー,牝4,54.0,本橋孝太,1:28.8,2,1,3.9,38.0,大井立花伸,466(-1),202244120905,2022/12/09,1400,ダ,重
4,6,9,マルヨソウタ,牡4,56.0,千田洋,1:28.8,アタマ,9,33.2,37.7,大井村上頼章,514(+4),202244120905,2022/12/09,1400,ダ,重
5,8,14,アビレ,牝4,54.0,御神本訓,1:28.8,アタマ,7,11.8,38.0,大井吉井竜一,460(-2),202244120905,2022/12/09,1400,ダ,重
6,7,11,ニノマエ,牡5,53.0,▲大木天翔,1:29.1,1.1/2,5,8.0,38.1,大井渡辺和雄,443(+1),202244120905,2022/12/09,1400,ダ,重
7,3,3,パルフェグラッセ,牝3,54.0,和田譲治,1:29.5,2,3,6.5,38.2,大井宗形竹見,465(+7),202244120905,2022/12/09,1400,ダ,重
8,6,10,リュウキマル,牡3,56.0,吉井章,1:29.5,ハナ,12,115.4,38.2,大井朝倉実,438(-1),202244120905,2022/12/09,1400,ダ,重
9,3,4,シンフェイス,牝5,54.0,岡村健司,1:29.7,1,13,216.0,38.7,大井澤佳宏,462(+2),202244120905,2022/12/09,1400,ダ,重
10,4,6,ミチノシチリア,牡4,53.0,▲谷内貫太,1:29.9,1,11,107.3,38.2,大井嶋田幸晴,482(+1),202244120905,2022/12/09,1400,ダ,重
11,1,1,レガルドモア,牝4,54.0,森泰斗,1:29.9,クビ,6,8.3,38.8,大井福永敏,531(-4),202244120905,2022/12/09,1400,ダ,重
12,4,5,エドノテーラー,牝5,54.0,達城龍次,1:30.1,1.1/4,8,17.4,39.6,大井渡辺和雄,467(+6),202244120905,2022/12/09,1400,ダ,重
13,8,13,スノーショコラ,牝3,54.0,矢野貴之,1:30.1,ハナ,4,7.0,38.6,大井藤田輝信,544(-5),202244120905,2022/12/09,1400,ダ,重
14,5,8,メイジュシンワ,牝5,54.0,張田昂,1:31.2,5,14,358.9,39.9,大井三坂盛雄,485(+7),202244120905,2022/12/09,1400,ダ,重
1,6,11,ウマダユウサク,牡6,56.0,石川駿介,1:13.5,,2,5.5,37.4,大井阪本一栄,479(+2),202244120906,2022/12/09,1200,ダ,重
2,3,5,プリズムムーン,牝3,54.0,和田譲治,1:13.7,1,4,12.4,38.3,大井宗形竹見,491(+22),202244120906,2022/12/09,1200,ダ,重
3,8,15,ビーアップ,牝4,54.0,達城龍次,1:13.7,アタマ,1,1.5,38.2,大井鈴木啓之,483(-7),202244120906,2022/12/09,1200,ダ,重
4,6,12,ヒロノランマン,セ8,56.0,御神本訓,1:13.7,クビ,3,11.6,37.3,大井三坂盛雄,535(+22),202244120906,2022/12/09,1200,ダ,重
5,2,4,エイシンタンチョウ,牡5,56.0,江里口裕,1:14.1,2,10,75.1,37.5,大井高橋清顕,494(-7),202244120906,2022/12/09,1200,ダ,重
6,4,7,カガヤキスバル,牡5,56.0,的場文男,1:14.1,アタマ,5,15.6,37.5,大井立花貢,458(-2),202244120906,2022/12/09,1200,ダ,重
7,5,10,ビッグブラザー,牡4,56.0,石崎駿,1:14.5,2,11,78.7,37.0,大井栗田泰昌,482(-7),202244120906,2022/12/09,1200,ダ,重
8,1,1,エムオーナイナー,牡4,56.0,本村直樹,1:14.6,1/2,15,350.7,37.7,大井高岩孝敏,488(+2),202244120906,2022/12/09,1200,ダ,重
9,4,8,ゴールドブレイン,牡4,56.0,吉井章,1:14.7,1/2,8,36.0,38.7,大井蛯名雄太,504(+4),202244120906,2022/12/09,1200,ダ,重
10,8,16,セキレイ,牝3,52.0,△新原周馬,1:14.8,1/2,14,200.3,39.0,大井中道啓二,459(-1),202244120906,2022/12/09,1200,ダ,重
11,7,14,キタノプレッジ,牡3,53.0,▲大木天翔,1:14.9,1/2,6,18.4,38.4,大井田中正人,515(-5),202244120906,2022/12/09,1200,ダ,重
12,7,13,エンドオブザロード,牡7,56.0,本田正重,1:14.9,クビ,12,93.0,37.2,大井上杉昌宏,468(-1),202244120906,2022/12/09,1200,ダ,重
13,1,2,トーアレインボー,牝3,54.0,西啓太,1:15.0,1/2,13,128.9,39.2,福田真広,494(+3),202244120906,2022/12/09,1200,ダ,重
14,5,9,ピエールモンタナ,牡3,55.0,☆仲原大生,1:15.1,1/2,9,74.6,38.9,大井柏木一夫,493(+5),202244120906,2022/12/09,1200,ダ,重
15,3,6,プリトヴィツェ,牝8,54.0,中村尚平,1:15.8,3.1/2,16,508.8,38.7,大井庄子昭彦,461(-1),202244120906,2022/12/09,1200,ダ,重
16,2,3,ギャンブルレディ,牝4,52.0,△菅原涼太,1:15.9,1/2,7,18.8,40.5,大井渡辺和雄,430(0),202244120906,2022/12/09,1200,ダ,重
1,8,11,チャンピオンフジ,牡5,56.0,真島大輔,1:41.9,,2,2.2,37.9,大井森下淳平,507(0),202244120907,2022/12/09,1600,ダ,重
2,6,7,サヨノネイチヤ,牡3,56.0,西啓太,1:41.9,アタマ,1,1.8,37.7,大井坂井英光,509(+10),202244120907,2022/12/09,1600,ダ,重
3,5,5,シタベッド,牡4,56.0,高橋昭平,1:42.9,5,7,65.8,38.9,大井立花伸,485(+2),202244120907,2022/12/09,1600,ダ,重
4,6,8,リックマーベル,牡4,56.0,笹川翼,1:43.5,3,4,17.1,38.3,大井須田和伸,475(+1),202244120907,2022/12/09,1600,ダ,重
5,7,9,トランセンデンタル,牡4,56.0,藤本現暉,1:43.7,1.1/4,8,166.7,39.0,大井阪本一栄,466(+1),202244120907,2022/12/09,1600,ダ,重
6,7,10,ロジディープ,牝4,52.0,△野畑凌,1:44.3,3,6,23.7,39.7,大井村上頼章,450(-1),202244120907,2022/12/09,1600,ダ,重
7,2,2,チタノプリンセス,牝8,54.0,本田正重,1:44.7,2,5,22.6,40.4,福田真広,502(+3),202244120907,2022/12/09,1600,ダ,重
8,4,4,ケッツァー,牡3,55.0,☆仲原大生,1:44.8,1/2,11,338.8,39.4,大井栗田泰昌,497(+1),202244120907,2022/12/09,1600,ダ,重
9,5,6,アンストッパブル,セ5,55.0,☆古岡勇樹,1:44.9,クビ,3,12.6,40.6,大井藤田輝信,465(+5),202244120907,2022/12/09,1600,ダ,重
10,3,3,タイシロンブレード,牡3,56.0,川島正太,1:45.1,1,10,232.6,41.1,大井月岡健二,480(+2),202244120907,2022/12/09,1600,ダ,重
11,1,1,ブルーヘスター,セ5,56.0,安藤洋一,1:46.3,6,9,219.9,40.7,大井岡野尚光,494(+13),202244120907,2022/12/09,1600,ダ,重
12,8,12,アークリオン,牝4,54.0,横川怜央,1:48.1,9,12,644.0,43.0,大井嶋田幸晴,474(-12),202244120907,2022/12/09,1600,ダ,重
1,1,1,シュアゲイト,牡5,56.0,達城龍次,1:26.8,,1,1.0,38.1,大井坂井英光,505(+5),202244120908,2022/12/09,1400,ダ,重
2,5,7,ファーガス,牡3,56.0,和田譲治,1:27.0,1,10,117.8,37.2,大井月岡健二,465(+4),202244120908,2022/12/09,1400,ダ,重
3,7,11,ジオヴィグラス,セ4,56.0,藤田凌,1:27.4,2,3,20.6,37.8,大井松浦裕之,475(+2),202244120908,2022/12/09,1400,ダ,重
4,3,3,レディヴィクトリア,牝4,54.0,藤本現暉,1:27.4,ハナ,11,122.0,38.1,大井納谷和玖,423(-4),202244120908,2022/12/09,1400,ダ,重
5,4,6,カワイイ,牝3,54.0,張田昂,1:27.4,ハナ,7,49.1,38.3,大井田中正人,527(0),202244120908,2022/12/09,1400,ダ,重
6,2,2,フォルリチャード,牡4,56.0,町田直希,1:27.5,1/2,8,52.6,37.5,大井久保杉隆,540(-2),202244120908,2022/12/09,1400,ダ,重
7,8,13,サワヤカプリンス,牡5,56.0,本田正重,1:27.8,1.1/2,6,35.7,38.9,大井渡辺和雄,519(+2),202244120908,2022/12/09,1400,ダ,重
8,8,14,レイディガンナー,牝3,54.0,笹川翼,1:28.1,1.3/4,2,8.9,38.6,大井須田和伸,508(+3),202244120908,2022/12/09,1400,ダ,重
9,6,10,ダイリュウクイーン,牝6,54.0,安藤洋一,1:28.9,4,4,28.3,38.9,大井米田英世,445(-4),202244120908,2022/12/09,1400,ダ,重
10,6,9,クリキヨ,牡4,56.0,真島大輔,1:29.0,1/2,5,29.1,38.0,大井的場直之,510(+8),202244120908,2022/12/09,1400,ダ,重
11,7,12,トーセンザゲーム,牡5,56.0,西啓太,1:29.3,1.3/4,12,289.5,40.0,大井阪本一栄,525(+9),202244120908,2022/12/09,1400,ダ,重
12,3,4,ナックレジェンド,牡4,56.0,福原杏,1:29.6,1.3/4,14,393.3,38.8,大井立花貢,496(-5),202244120908,2022/12/09,1400,ダ,重
13,5,8,ランプロティタ,牝3,54.0,遠藤健太,1:31.0,7,13,368.2,40.6,大井遠藤茂,481(+4),202244120908,2022/12/09,1400,ダ,重
14,4,5,ミスアニバーサリー,牝6,54.0,本橋孝太,1:31.0,クビ,9,72.7,42.2,大井荒山勝徳,481(-12),202244120908,2022/12/09,1400,ダ,重
1,6,11,セイブロッケン,牡4,56.0,笹川翼,1:13.0,,6,16.9,37.2,大井米田英世,473(+3),202244120909,2022/12/09,1200,ダ,重
2,7,14,デルバイス,牡3,56.0,本橋孝太,1:13.1,1/2,12,46.6,37.7,大井荒山勝徳,468(+11),202244120909,2022/12/09,1200,ダ,重
3,5,9,ノンロム,牡3,56.0,御神本訓,1:13.4,1.3/4,1,3.3,38.2,大井辻野豊,481(+4),202244120909,2022/12/09,1200,ダ,重
4,8,15,ゼットソード,牡3,56.0,真島大輔,1:13.7,1.3/4,2,4.0,38.1,大井的場直之,496(+8),202244120909,2022/12/09,1200,ダ,重
5,3,6,サンビースト,牡5,56.0,的場文男,1:13.7,ハナ,3,6.0,37.1,大井井上弘之,539(-16),202244120909,2022/12/09,1200,ダ,重
6,1,2,ブルベアダイズ,セ7,56.0,安藤洋一,1:13.7,ハナ,13,68.3,37.8,大井月岡健二,493(-2),202244120909,2022/12/09,1200,ダ,重
7,3,5,ジュディシャス,牡6,56.0,藤田凌,1:13.7,ハナ,5,11.3,37.3,大井大宮和也,523(+3),202244120909,2022/12/09,1200,ダ,重
8,6,12,プログレッシブ,牝5,54.0,瀬川将輝,1:13.8,3/4,15,234.4,37.8,大井井上弘之,478(+21),202244120909,2022/12/09,1200,ダ,重
9,8,16,サトノマッスル,牡5,56.0,矢野貴之,1:13.9,1/2,4,8.1,38.0,大井渡辺和雄,475(-6),202244120909,2022/12/09,1200,ダ,重
10,2,3,アベルバローズ,牡3,56.0,達城龍次,1:14.3,2,7,18.2,37.5,大井村上頼章,515(+9),202244120909,2022/12/09,1200,ダ,重
11,4,8,イクノスカイ,牡5,56.0,藤本現暉,1:14.4,1/2,9,24.3,39.2,大井辻野豊,536(+7),202244120909,2022/12/09,1200,ダ,重
12,1,1,クラウンシューター,牡3,55.0,☆古岡勇樹,1:14.4,クビ,11,44.9,37.3,大井栗田裕光,510(+22),202244120909,2022/12/09,1200,ダ,重
13,7,13,ガンブーツダンス,セ4,54.0,△新原周馬,1:14.5,クビ,14,68.9,37.9,大井中道啓二,508(+1),202244120909,2022/12/09,1200,ダ,重
14,4,7,マイネルラッジョ,牡7,56.0,和田譲治,1:14.7,1.1/4,8,20.8,39.1,大井宗形竹見,548(-2),202244120909,2022/12/09,1200,ダ,重
15,5,10,ナムラブル,牡6,56.0,森泰斗,1:14.8,クビ,10,24.7,38.5,大井澤佳宏,503(-2),202244120909,2022/12/09,1200,ダ,重
16,2,4,ヒノカミカグラ,牝3,51.0,▲谷内貫太,1:14.8,クビ,16,252.2,39.2,大井鷹見浩,512(+6),202244120909,2022/12/09,1200,ダ,重
1,8,15,グラッブザトップ,牡3,56.0,本橋孝太,1:42.8,,3,8.9,40.2,大井的場直之,577(+10),202244120910,2022/12/09,1600,ダ,重
2,5,9,ジェイケイウルル,牝3,54.0,本田正重,1:42.8,アタマ,2,3.5,39.4,大井吉井竜一,527(+8),202244120910,2022/12/09,1600,ダ,重
3,4,7,バイーア,セ7,56.0,的場文男,1:43.3,2.1/2,6,14.0,40.7,大井赤嶺亮,498(-1),202244120910,2022/12/09,1600,ダ,重
4,2,4,アマリリスロッソ,セ3,56.0,藤田凌,1:43.4,1/2,8,45.4,40.8,大井中道啓二,492(+2),202244120910,2022/12/09,1600,ダ,重
4,5,10,ロードオブシャドウ,牡3,56.0,笹川翼,1:43.4,同着,1,2.1,39.7,大井蛯名雄太,509(-7),202244120910,2022/12/09,1600,ダ,重
6,7,14,ホクトローリー,牡6,56.0,遠藤健太,1:43.7,1.1/2,13,147.4,40.6,大井岡野尚光,507(-2),202244120910,2022/12/09,1600,ダ,重
7,2,3,ヒューリスティクス,セ7,53.0,▲大木天翔,1:43.9,3/4,10,80.3,39.7,大井三坂盛雄,517(+2),202244120910,2022/12/09,1600,ダ,重
8,3,6,マイネルカゲツ,牡6,56.0,吉井章,1:43.9,クビ,4,9.8,40.9,大井阪本一栄,468(+3),202244120910,2022/12/09,1600,ダ,重
9,7,13,シオラパルク,セ7,56.0,岡村健司,1:44.3,2,12,140.0,41.4,大井久保田信,513(+10),202244120910,2022/12/09,1600,ダ,重
10,6,12,エムオースイート,牝3,54.0,加藤和博,1:44.4,1/2,7,29.4,40.3,大井堀江仁,458(0),202244120910,2022/12/09,1600,ダ,重
11,1,2,アイアンレディ,牝3,53.0,☆池谷匠翔,1:44.5,1/2,14,172.9,40.9,大井高岩孝敏,494(+2),202244120910,2022/12/09,1600,ダ,重
12,3,5,ホーリーキャット,牡3,56.0,西啓太,1:44.5,ハナ,9,62.1,39.8,大井田中正人,463(+2),202244120910,2022/12/09,1600,ダ,重
13,1,1,ヴィラバドラ,牡7,56.0,達城龍次,1:44.6,1/2,5,10.5,40.2,大井月岡健二,487(+2),202244120910,2022/12/09,1600,ダ,重
14,4,8,リュウワンヒメ,牝3,54.0,川島正太,1:44.7,クビ,11,93.7,40.0,市村誠,470(+11),202244120910,2022/12/09,1600,ダ,重
15,8,16,アンファスエシャペ,牝4,54.0,高橋昭平,1:44.8,クビ,16,408.4,41.4,大井佐藤壽,456(+3),202244120910,2022/12/09,1600,ダ,重
16,6,11,アスランラリー,牡3,54.0,△菅原涼太,1:45.2,2,15,317.4,41.5,大井堀江仁,454(-5),202244120910,2022/12/09,1600,ダ,重
1,4,4,サトノディード,セ7,57.0,藤本現暉,2:07.3,,5,10.6,38.6,大井蛯名雄太,495(+2),202244120911,2022/12/09,2000,ダ,重
2,1,1,フラテルニテ,牝6,55.0,的場文男,2:07.5,1,4,8.4,40.4,大井井上弘之,515(-3),202244120911,2022/12/09,2000,ダ,重
3,7,10,ニッポンテイオー,牡7,57.0,本橋孝太,2:07.6,3/4,3,5.4,38.8,船橋矢野義幸,488(-5),202244120911,2022/12/09,2000,ダ,重
4,5,5,アエノブライアン,牡4,57.0,矢野貴之,2:07.7,クビ,1,2.1,39.3,大井的場直之,519(+3),202244120911,2022/12/09,2000,ダ,重
5,7,9,サンチャップリン,セ5,55.0,御神本訓,2:08.0,1.3/4,9,60.4,40.3,大井吉井竜一,563(+1),202244120911,2022/12/09,2000,ダ,重
